"corporacion","circunscripción","partido","partido1","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","JOSE VICTOR HERRERA TORRES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","JUAN CARLOS ESCOBAR RAMIREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","ETHEL MARITZA HERNANDEZ PULGAR","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","HINER FERNANDO ARANGO AREVALO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","ALICIA FRANCO FERNANDEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","HUGO FERNEY BOLAÑOS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","ASTRID ELENA BUITRAGO SANCHEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","JUAN JOSE TORRES SERRATO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","ALVARO ANTONIO SEQUERA DUARTE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","JAIRO FERNANDO ZARAMA VENEGAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","JUAN PABLO CELIS VERGEL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","DIANA LORENA GOMEZ ZULUAGA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","DANIEL ANDRES GARCIA ARIZABALETA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO CENTRO DEMOCRÁTICO","","MARIA FERNANDA CABAL MOLINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","JULIAN GALLO CUBILLOS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","SANDRA RAMIREZ LOBO SILVA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","PABLO CATATUMBO TORRES VICTORIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","IMELDA DAZA COTES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","OMAR DE JESUS RESTREPO CORREA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","OLGA MARCELA RICO SOSA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","JUAN DE JESUS TORRES CORREDOR","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","LUZ MARINA GIRALDO MORA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","RIGOBERTO ABELLO RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","ROSIRIS ESTHER CHARRIS YANCE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","NIDIA QUINTERO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","ARQUIMEDES DE JESUS RODRIGUEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","DIANA MARIA VILORIA BLANCO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","VLADIMIR VALBUENA CASTRO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","YORLADIZ JIMENEZ ATENCIO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","HERMES FRANCISCO OSORIO REYES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","MARICELA FLOREZ CARO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","CARLOS ALBERTO LOPEZ HERNANDEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","MARIA ELISA AGUIRRE SAMACA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","ERIS ANTONIO CARDENAS OLIVERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO COMUNES","","JOSE GREGORIO CHAMARRABY GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","MABEL LORENA LARA DINAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","CARLOS ALFONSO NEGRET MOSQUERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","SANDRA PATRICIA BORDA GUZMAN","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","GUILLERMO PEREZ FLOREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","YOLANDA PEREA MOSQUERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","CARLOS FERNANDO GALAN PACHON","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","VIVIANA CAROLINA VARGAS VIVES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","JOSE DAVID CASTELLANOS ORJUELA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","YERLY DEL PILAR MOZO MONTILLA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","HUGO ORLANDO VELASQUEZ JARAMILLO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","CARLOS EDUARDO GECHEM SARMIENTO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","ANGELICA ROCIO MARTINEZ TORRES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","BERNARDO LEON ORDOÑEZ SANCHEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","OMAR DE JESUS HOYOS AGUDELO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","JENNIFER CAÑAVERAL GUZMAN","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","JUAN NICOLAS PINZON GUEVARA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","ALBERTO JOSE LIZCANO OROZCO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","NASLY YUCELY QUINTERO PERDOMO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","CARLOS ANIBAL LOZANO LOZANO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","EDGAR PABON CARVAJAL","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","DIANA LUCIA MORA RINCON","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","FABIO PERDOMO ALMEIDA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","CARLOS ARTURO MONTENEGRO MORA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","HORACIO RODRIGUEZ ALVAREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","JESUS FERNANDO MORA PINZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","LINDA MARITZA FARFAN ORTEGA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","ERNESTO MACIAS DIAZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","NANCY SOFIA PACHECO MEZA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","FABIOLA CASTILLO REINA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","PARTIDO NUEVO LIBERALISMO","","JORGE CUBILLOS GUTIERREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","ANA PAOLA AGUDELO GARCIA","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","EDUARDO EMILIO PACHECO CUELLO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","MANUEL ANTONIO VIRGUEZ PIRAQUIVE","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","BEATRIZ LORENA RIOS CUELLAR","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CARLOS EDUARDO GUEVARA VILLABON","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","RICARDO MOLINA","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","LESLY NATALIA TOVAR FARFAN","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","LUIS FERNANDO ARIAS HERNANDEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","GABRIEL ALEXANDER BELTRAN LEGUIZAMON","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CARLOS EDUARDO ACOSTA LOZANO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JORGE ANTONIO TRUJILLO SARMIENTO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","DAVID RICARDO REYES CASTRO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","SAMUEL DIAZ ESCANDON","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","ANIBAL DE JESUS ARANGO VELEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","ALEJANDRO OSPINA ANGARITA","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","GIUSEPPE A NNUNZIATO CREAZZO BRUNO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","BRAYAN GENARO MOSQUERA SALAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JORGE EVELIO PALOMINO LOPEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","OLGUIN MAYORGA PEREZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","HECTOR ALBERTO MARIN RIOS","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","GILBERTO FORERO GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CARLOS ARTURO CHALARCA PALOMINO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CLARIZA CHAVARRO RIVERA","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JOSE FERNANDO GARCIA GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","EVERLIDES PALOMINO ALVAREZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","HILBER OSWALDO RODRIGUEZ DELGADO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","EDUARD BUITRAGO ACERO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","GUILLERMO ABRIL ABRIL","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","ALVARO CAMILO FLORIDO PERDOMO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","DORA MARIA RODRIGUEZ TOBAR","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","MANUEL DE JESUS HENRIQUEZ CAMACHO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","TATIANA BELISA SERNA BALANTA","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","MAURICIO BEJARANO ARANGO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","YERIS MARIA OLIVELLA PLATA","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CARLOS ENRIQUE FORERO SANCHEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","GERMAN EDUARDO MUÑOZ MARTINEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CARLOS ANDRES GARCIA CASTAÑEDA","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JUAN JOSE ACUÑA COLPAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CRISTOBAL ENRIQUE CASTAÑO ACOSTA","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JULIO CESAR CORTES ARENAS","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JOSE MANUEL DONATO SOGAMOSO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","SERGIO RAMON MEDINA JAIMES","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JOSE GREGORIO SOTELO SANCHEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","RAFAEL RODRIGUEZ PATARROYO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","RAFAEL TORRES MARTINEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","DANIEL BALLEN GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","HUMBERTO SUAREZ MOTTA","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","ROBERSON OSTIA SERNA","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","CELIA ALDANA","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JOHANNA ANDREA PUENTES LOAIZA","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","DIANA ALEXANDRA CUEVAS NARANJO","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","ALEXI LOPEZ BROCHERO","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","DIDIER FERNANDO CARRILLO","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","FANERY ASTRID BARRIOS LOPEZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","DIANA CRISTINA CUERVO FLOREZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","MARIA ELENA DUVA SILVESTRE","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","PAOLA ANDREA GONZALEZ VARGAS","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","SOLEDAD GONZALEZ STYLES","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","ANGELICA ASTIASUAINZARRA GAITAN","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","VIVIANA MARITZA NIÑO MOLANO","F","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","SERGIO GIOVANNY ALZATE GONZALEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO POLITICO COLOMBIA JUSTA LIBRES","","JONN HERMAN QUINTERO GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","HUMBERTO DE LA CALLE LOMBANA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","VIVIANA BARBERENA NISIMBLAT","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","SANDRA LILIANA ORTIZ NOVA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","SOR BERENICE BEDOYA PEREZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JORGE EDUARDO LONDOÑO ULLOA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JAIME RICARDO HERNANDEZ AMIN","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","IVAN LEONIDAS NAME VASQUEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LEON FREDY MUÑOZ LOPERA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","EDINSON DELGADO MARTINEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ANGELICA LISBETH LOZANO CORREA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JUAN CARLOS FLOREZ ARCILA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ANA CAROLINA ESPITIA JEREZ","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","MIGUEL SAMPER STROUSS","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ANDREA PADILLA VILLARRAGA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JORGE ALBERTO GOMEZ GALLEGO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ROSA HELENA RODRIGUEZ BECERRA","F","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JULIO CESAR RESTREPO ESCOBAR","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","NELSON JAVIER ALARCON SUAREZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ARMANDO SAAVEDRA PERDOMO","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","LUIS IVAN MARULANDA GOMEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","VICTOR ESTEYNER ASPRILLA CUESTA","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","ANTONIO ERESMID SANGUINO PAEZ","M","COALICIONES"
"SENADO","NACIONAL","COALICION ALIANZA VERDE Y CENTRO ESPERANZA - SENADO NACIONAL","","JOSE DOMINGO GOYENECHE LANDINEZ","M","COALICIONES"
