,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
10,"Abogado. Especialista en Derecho Administrativo de la Universidad Externado de Colombia. Nació en el municipio del Valle del Guamuez en Putumayo hace 29 años, hijo de una docente y un comerciante y agricultor, es bombero voluntario desde los 11 años, activista de las causas sociales, voluntarias y comunitarias, abogado de profesión egresado de la Universidad Santiago de Cali. Su experiencia laboral lo ha llevado a ocupar importantes cargos en el sector público tanto a nivel local como nacional.Trayectoria pública y privada en la que no se reporta año: Miembro de las Asambleas Liberales del Valle del Cauca, Jefe de la Oficina de Control Interno y Secretario de Gobierno en la Alcaldía del Valle del Guamuez. En el contexto nacional ha trabajado en la Dirección Administrativa de la Superintendencia de Notariado y Registro, asesor en el Congreso de la República, Consejería Presidencial de Derechos Humanos y asesor del Ministro del Interior.",Carlos Adolfo Ardila Espinosa,Liberal Colombiano,https://www.instagram.com/carlosardilae/,https://www.facebook.com/CarlosardilaE,,,,https://twitter.com/CARLOSARDILA10,Circunscripción Territorial de Putumayo en Putumayo,Especialización,Abogado/a,2022 - 2026,26 de marzo de 1988,35,Valle del Guamez,Masculino,,635 Ed. Nuevo del Congreso,4325100 ext: 3623 - 3624,carlos.ardila@camara.gov.co,https://bit.ly/3w4oAGu
11,"Especialista En Gerencia de Proyectos Educativos, Universidad Cooperativa (2002) Lic. en Educación Física, Universidad Pedagogica (1994) Administración Publica, Universidad De Marsella (2014)",Etna Tamara Argote Calderón,Pacto Histórico Coalición,https://www.instagram.com/tamaraargote/,https://www.facebook.com/TamaraArgotePactemos,https://www.linkedin.com/in/etna-t%C3%A1mara-argote-calder%C3%B3n-02151188/recent-activity/posts/,,,https://twitter.com/TamaraArgote,Circunscripción Territorial de Bogotá en Distrito Capital,Especialización,Docente,2022 - 2026,4 de septiembre de 1976,46,Bogotá,Femenino,,,,,
12,Economista especializada en Gerencia y Mercadeo de la Universidad La Gran Colombia Armenia en el 2004. Actualmente es candidata a magister en Administración de la Universidad Pontificia Bolivariana. Trayectoria pública y privada en la que no se reporta año: ,Sandra Bibiana Aristizábal Saleg,Liberal Colombiano,https://www.instagram.com/sandraaristizabals/,https://www.facebook.com/Sandraaristizabalsa,,,,https://twitter.com/sandraaristis,Circunscripción Territorial de Quindío en Quindío,Especialización,Economista,2022 - 2026,5 de junio de 1960,63,Armenia,Femenino,,101 - Mezanine Norte - Edificio Nuevo del Congreso,(+57) (601) 3904050; ext. 3808,sandra.aristizabal@camara.gov.co,
13,"Abogada con especialización en derecho penal, maestría en derecho y especialización de derecho internacional de los derechos humanos.https://www.funcionpublica.gov.co/web/sigep/hdv/-/directorio/S43024-6194-4/view",Gloria Elena Arizabaleta Corral,Pacto Histórico Coalición,,https://www.facebook.com/GloriaElenaArizabaletaCorra,https://www.linkedin.com/in/gloria-elena-arizabaleta-corral-74947b69/?originalSubdomain=co,,,,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Maestría,Abogado/a,2022 - 2026,19 de julio de 2022,Sin edad asignada,Cali,Femenino,,631B - 632B - Edificio Nuevo del Congreso,,gloria.arizabaleta@camara.gov.co,
14,Ingeniería y Física en la UIS. 5 años dictando clases de física a estudiantes de ingeniería.https://www.alianzaverde.org.co/camara-de-representantes-2022-2026/camara-de-representantes-santander-2022?fbclid=IwAR1GmMZt6R4zoLC6YYSXjKsbj58FBt-CeuDHRhMsm7roS1BKGM31JUbl4uc,Cristian Danilo Avendaño Fino,Alianza Verde,https://www.instagram.com/cristianavendanosantander/?hl=es-la,https://www.facebook.com/cristianavendanosantander,,,,https://twitter.com/cristianavenda,Circunscripción Territorial de Santander en Santander,Universitaria,Ingeniero/a,2022 - 2026,21 de julio de 2022,Sin edad asignada,Zipaquirá,Masculino,,,,,https://www.youtube.com/channel/UCouqJK4Wm_AqWA7ZhTCLeRw
15,"Estudió en la institución Educativa José Eustacio Rivera en el Municipio de Mitú, donde se graduó como bachiller académico y técnico agropecuario.",Camilo Esteban Avila Morales,Partido de la U - Partido de la Unión por la Gente,https://www.instagram.com/camiesavila/,,,,,,Circunscripción Territorial de Vaupés en Vaupés,Bachillerato,No profesional,2022 - 2026,25 de julio de 1988,34,Mitú,Masculino,,324B - 325B - Edificio Nuevo del Congreso,(57) (601) 3904050 Ext: 3553 - 3745,camilo.avila@camara.gov.co,
16,"Líder indígena Embera Chamí, profesional en Enfermería y Especialista en Gerencia de la Seguridad Social con más de 12 años de trayectoria como servidor público.",Norman David Bañol Alvarez,MAIS - Movimiento Alternativo Indígena y Social,,https://www.facebook.com/BanolNorman,,,,https://twitter.com/BanolNorman,Circunscripción Especial por Comunidades Indígenas en Caldas,Especialización,Ciencias de la Salud,2022 - 2026,29 de abril de 1982,41,Medellín,Masculino,,"Carrera 7 N° 8-68 ,Oficina 403",(+57) (601) 3104830703,,
17,Profesional en marketing y negocios internacionales de la Universidad Sergio Arboleda con especialización en Gerencia Pública de la Universidad Pontificia Bolivariana y un Magister en Administración de Empresas. https://www.lalenguacaribe.co/2022/region/cordoba/los-conservadores-liliana-bitar-y-nicolas-barguil-aseguraron-curul-en-el-senado-y-la-camara-de-representantes-por-cordoba/,Nicolás Antonio Barguil Cubillos,Conservador Colombiano,https://www.instagram.com/nicolasbarguil/,https://www.facebook.com/nicolas.barguil,,,,https://twitter.com/NicolasBarguil,Circunscripción Territorial de Córdoba en Córdoba,Maestría,Mercadeo / Negocios Internacionales,2022 - 2026,20 de julio de 2022,Sin edad asignada,Montería,Masculino,,,,,
18,Administradora de empresas y diseñadora gráfica de la Universidad del Norte y especialista en Mercadeo y Gerencia Pública de la misma universidad. ,Jezmi Lizeth Barraza Arraut,Liberal Colombiano,,https://www.facebook.com/jezmibarraza107/,,,,https://twitter.com/JezBarraza,Circunscripción Territorial de Atlántico en Atlántico,Universitaria,Administrador/a de empresas,2022 - 2026,22 de septiembre de 1991,31,Soledad,Femenino,,515 Ed. Nuevo del Congreso,4325100 ext: 3506 - 3512,,https://bit.ly/37n6ky1
19,"Abogado de la Universidad del Cauca, especialista en derecho administrativo y maestrante de la Universidad Santo Tomás de Bogotá en los estudios avanzados sobre Defensa de Derechos Humanos y Derecho Internacional Humanitario ante Organismos, Cortes y Tribunales Internacionales.",Jorge Hernán Bastidas Rosero,Pacto Histórico Coalición,https://www.instagram.com/jorgebastidasr/?hl=es-la,https://www.facebook.com/JorgeBastidasRosero,,,,https://twitter.com/Jorge_BastidasR,Circunscripción Territorial de Cauca en Cauca,Especialización,Abogado/a,2022 - 2026,7 de octubre de 1967,55,Mocoa,Masculino,,701B - Edificio Nuevo del Congreso,,jorge.bastidas@camara.gov.co,
20,"Abogado de profesión, especialista en derecho público, Magíster en estudios políticos y aspirante a Doctorado en Estudios Sociales de América Latina.https://gabobecerra.com/wp-content/uploads/2022/01/GaboHVwebv2.pdf",Gabriel Becerra Yañez,Pacto Histórico Coalición,https://www.instagram.com/becerra_gabo/,https://www.facebook.com/BecerraGabo,,,,https://twitter.com/BecerraGabo,Circunscripción Territorial de Bogotá en Distrito Capital,Maestría,Abogado/a,2022 - 2026,4 de febrero de 1976,47,Cúcuta,Masculino,,,,,
21,"Bachiller académico y desarrollo universitario en la Universidad Cooperativa de Colombia.Trayectoria pública y privada en la que no se reporta año: Presidente del Directorio Liberal del Guaviare, candidato a la Cámara de Representantes por esa colectividad para el periodo 2006 - 2010 y comerciante.",Alexánder Harley Bermúdez Lasso,Liberal Colombiano,https://www.instagram.com/alexbermudezla/,https://www.facebook.com/AlexanderBermudezOficial,,,,https://twitter.com/alexrepre?lang=es,Circunscripción Territorial de Guaviare en Guaviare,Bachillerato,Empresario,2022 - 2026,3 de febrero de 1974,49,San José del Guaviare,Masculino,,533 - 534 Ed. Nuevo del Congreso,4325100 ext: 3586 - 3587,alexander.bermudez@camara.gov.co,
22,"ESTUDIOS:Pregrado:-Arquitectura- Universidad Piloto de Colombia. Graduado en 1995Posgrados:-Especialización:1. Ingeniería de Carreteras- UDENAR. Culminó plan de estudios- Grado pendiente.2.Gestión Regional del Desarrollo- Universidad de los Andes.Culminó plan de estudios-faltante asignatura de ingles-Grado pendiente.-Maestría:Estudios Interdisciplinarios del Desarrollo-UDENAR, Universidad del Cauca- Tesis aprobada-Fecha de grado pendiente.EXPERIENCIA:* 1999 – 2001. Secretario de Obras Municipio de Samaniego Nariño.* 2004 – 2008. Secretario de Infraestructura y minas del Departamento de Nariño, periodo en el que fue Gobernador Encargado en diferentes ocasiones.* 2010 – 2014. Representante a la Cámara por el Departamento de Nariño* 2011 Integrante de la mesa directiva del Congreso como Segundo Vicepresidente de la Cámara de Representantes.* 2014 – 2016. Representante a la Cámara por el Departamento de Nariño* 2018 – 2022. Representante a la Cámara por el Departamento de Nariño",Bayardo Gilberto Betancourt Pérez,Cambio Radical,,https://www.facebook.com/gilberto.betancourtperez,,,,,Circunscripción Territorial de Nariño en Nariño,Maestría,Arquitecto/a,2022 - 2026,24 de octubre de 1972,50,Samaniego,Masculino,316 405 4257,503B Ed. Nuevo del Congreso,4325100 ext: 3513 - 3514 - 4323,,
23,Administradora pública especialista en Gerencia Social de la ESAP.,Mónica Karina Bocanegra Pantoja,Liberal Colombiano,,https://www.facebook.com/profile.php?id=100063623123587,https://www.linkedin.com/in/monica-karina-bocanegra-pantoja-886218217/?originalSubdomain=co,,,,Circunscripción Territorial de Amazonas en Amazonas,Especialización,Administrador/a público/a,2022 - 2026,2 de abril de 1978,45,Puerto Leguízamo,Femenino,,,,,
24,Ingeniero Civil con Especializacion en Pavimentos y Contratacion Estatal,Carlos Alberto Bryan Uribe,Partido de la U Colombia Justa Libres Coalición,,https://www.facebook.com/profile.php?id=100073569756616,,,,https://twitter.com/cbryaning,Circunscripción Territorial de San Andrés y Providencia en San Andrés y Providencia,Especialización,Ingeniero/a,2022 - 2026,12 de abril de 1970,53,San Andrés,Masculino,,,,,
25,Abogado de la Universidad de Medellín y especializado en Derecho Público Administrativo.,Hernán Darío Cadavid Márquez,Centro Democrático,https://www.instagram.com/hernancadavidma/?hl=es,https://www.facebook.com/hernancadavidma,,,,https://twitter.com/hernancadavidma,Circunscripción Territorial de Antioquia en Antioquia,Especialización,Abogado/a,2022 - 2026,Invalid Date,Sin edad asignada,Barbosa,Masculino,,,,,
26,Técnico laboral en administración pública y licenciado en teología.Tomado de: https://www.lasillavacia.com/historias/silla-nacional/el-tarjeton-a-la-camara-por-el-valle/,Cristóbal Caicedo Angulo,Pacto Histórico Coalición,,https://www.facebook.com/cristobal.caicedoangulo,,,,https://twitter.com/CRISTOBALCAICE7,Circunscripción Territorial de Valle del Cauca en Valle del Cauca,Técnica,Administrador/a público/a,2022 - 2026,2 de julio de 1966,57,Buenaventura,Masculino,,,,,
27,Estudió Administración de Empresas en la Universidad de La Sabana.,Diego Fernando Caicedo Navas,Partido de la U - Partido de la Unión por la Gente,https://www.instagram.com/diegocaicedo1/,https://www.facebook.com/diegocaicedon,,,,,Circunscripción Territorial de Cundinamarca en Cundinamarca,Universitaria,Administrador/a de empresas,2022 - 2026,20 de julio de 2022,Sin edad asignada,Zipaquirá,Masculino,,,,,
28,,Ruth Amelia Caicedo Rosero,Conservador Colombiano,,https://www.facebook.com/ruthcd.enriquez,,,,https://twitter.com/ruthcdeenriquez?lang=es,Circunscripción Territorial de Nariño en Nariño,NR,Sin profesión,2022 - 2026,20 de julio de 2022,Sin edad asignada,Pasto,Femenino,,,,Ruthcaicedodeenriquez@gmail.com,
29,"Nacido en el sur de Santander en el municipio de El Palmar el 3 de noviembre de 1964. Estudió hasta tercer grado de primaria en esa población, aunque su máxima escuela, dice él, estuvo en las filas de la insurgencia desde que ingresó a los 16 años.Esos 35 años de guerra los vivió caminando el norte del país. Su alzamiento en armas se dio en Barrancabermeja a orillas del río Magdalena, fue trasladado al Frente 10 de las Farc en Arauca y a finales del 82 terminó en la Costa Atlántica en la creación de la guerrilla en esa región. Años después llegaría a la Sierra Nevada de Santa Marta a implantar la influencia de la insurgencia en el Magdalena Medio, Cesar, La Guajira y parte del Atlántico.Tres décadas después de su ingreso a las Farc, cuando terminó la guerra a mediados de 2016, regresó a su tierra natal para acoger el mandato que le asignó el naciente partido de la exguerrilla: ser el candidato a la Cámara de Representantes por el departamento de Santander.Fuente:https://colombia2020.elespectador.com/politica/jairo-quintero-el-politico-de-la-farc-en-santander",Jairo Reinaldo Cala Suárez,Comunes,,https://www.facebook.com/JairoComunes,,,,https://twitter.com/JairoComunes,Circunscripción Territorial de Santander en Santander,Primaria incompleta,Sin profesión,2022 - 2026,3 de noviembre de 1964,58,Palmar,Masculino,,Capitolio Nacional - Salón Amarillo,4325100 ext: 3832,,
30,"Abogado y politólogo de la Universidad Pontificia Bolivariana, UPB. Especialista en contratación estatal de la Universidad Externado y magister en Planificación Territorial y Gestión Ambiental de la Universidad de Barcelona. ",Andrés David Calle Aguas,Liberal Colombiano,https://www.instagram.com/andrescallea/,https://www.facebook.com/andres.d.aguas,,,,https://twitter.com/AndresCalleA,Circunscripción Territorial de Córdoba en Córdoba,Universitaria,Abogado/a,2022 - 2026,27 de diciembre de 1991,31,Montelibano,Masculino,,319B - 320B Ed. Nuevo del Congreso,4325100 ext: 3371 - 3375,andres.calle@camara.gov.co,
31,Ingeniero Civil de la Universidad del Cauca,Oscar Rodrigo Campo Hurtado,Cambio Radical Mira Coalición,,https://www.facebook.com/oscarcampocauca,,,,https://twitter.com/1oscarcampo,Circunscripción Territorial de Cauca en Cauca,Universitaria,Ingeniero/a,2022 - 2026,1 de octubre de 1973,49,Popayán,Masculino,,601B - 602B - Edificio Nuevo del Congreso,,oscar.campo@camara.gov.co,
32,"PhD en Antropología y Trabajador Social de la Unal, magíster en Ciencia Política de la FLACSO.",Jorge Andrés Cancimance López,Pacto Histórico Coalición,https://www.instagram.com/andrescancimance/,https://www.facebook.com/andrescancimanceoficial,,,,https://twitter.com/CancimanceL,Circunscripción Territorial de Putumayo en Putumayo,Doctorado,Trabajador social,2022 - 2026,19 de julio de 2022,Sin edad asignada,Mocoa,Masculino,,,,,
33,"Abogado, especialista en Derecho Administrativo, Administración Pública y Derecho Penal. Trayectoria pública y privada en la que no se reporta año: Abogado litigante.",José Octavio Cardona León,Liberal Colombiano,https://www.instagram.com/octaviocardonal/?hl=es,https://www.facebook.com/OctavioCardonaLeon,,,,https://twitter.com/jcardonaleon,Circunscripción Territorial de Caldas en Caldas,Especialización,Abogado/a,2022 - 2026,2 de marzo de 1970,53,Manizales,Masculino,,701 - Edificio Nuevo del Congreso,(+57) (601) 3904050; ext. 3722/3723,,https://www.youtube.com/channel/UCbJIojIFX8dYNDU2RCKkJPQ
34,"Profesional en Relaciones Internacionales. Especialista en Gobierno, Gerencia y Asuntos Públicos de la Universidad Externado de Colombiay becaria de Liderazgo por Bogotá de la Universidad de los Andes.",María Fernanda Carrascal Rojas,Pacto Histórico Coalición,https://www.instagram.com/mafecarrascalr/?hl=es-la,https://www.facebook.com/MafeCarrascalR/,,,,https://twitter.com/MafeCarrascal,Circunscripción Territorial de Bogotá en Distrito Capital,Especialización,Internacionalista,2022 - 2026,19 de julio de 2022,Sin edad asignada,Bogotá,Femenino,,,,,
35,"Abogado especialista en Derecho administrativo y empresarial. Trayectoria pública y política en la que no se reporta el año: Exconcejal, exalcalde de Turbaco, Cantante y exparticipante del Reality Desafio 2010 del Canal Caracol.",Silvio José Carrasquilla Torres,Liberal Colombiano,,https://www.facebook.com/silvio.j.torres?fref=ts,,,,https://twitter.com/SILVIOJCT,Circunscripción Territorial de Bolívar en Bolívar,Especialización,Abogado/a,2022 - 2026,Invalid Date,Sin edad asignada,Turbaco,Masculino,,Mz. Norte Of. 4 Ed. Nuevo del Congreso,4325100 ext 3146 - 3147,silvio.carrasquilla@camara.gov.co,https://www.youtube.com/watch?v=jh-38kgqR4o
36,Representante a la Cámara por Bogotá (2018-2022).Dirección Nacional y Distrital del partido Fuerza Alternativa Revolucionaria del Común ”Que la tristeza jamás sea unida a nuestros nombres”Julius Fucik,Carlos Alberto Sergio Carreño Marín,Comunes,,https://www.facebook.com/SergioComunes,,,,https://twitter.com/SergioComunes,Circunscripción Territorial de Bogotá en Distrito Capital,Universitaria Incompleta,Economista,2022 - 2026,5 de julio de 1977,45,Bogotá,Masculino,,Capitolio Nacional - Salón Amarillo,4325100 ext: 3834,,
37,"Lugar de nacimiento: Arboledas, Norte de SantanderEstudios: ArquitectoFuente: http://bit.ly/2fois4fEx secretario de infraestructura y gobernador encargado en varias ocasiones.Fuente:http://wilmercarrillo.com.co/index.php/perfil",Wilmer Ramiro Carrillo Mendoza,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/wcarrillo101?fref=ts,,,,https://twitter.com/Wcarrillo101,Circunscripción Territorial de Norte de Santander en Norte de Santander,Universitaria,Arquitecto/a,2022 - 2026,3 de septiembre de 1973,49,Arboledas,Masculino,,334B-336B-337B Ed. Nuevo del Congreso,4325100 ext 4342 - 4402 - 4403,,https://www.youtube.com/channel/UCmro34HA3yvSFf8fL-2PjyQ
38,"Ingeniero civil, magíster en gobierno y políticas públicas de EAFIT y en urbanismo del IFU de París.https://www.carvalho.com.co/quiensoy",Daniel Carvalho Mejía,Alianza Verde Centro Esperanza Coalición,https://www.instagram.com/davalho/?hl=es,https://www.facebook.com/CARVALHOporAntioquia,,,,https://twitter.com/davalho,Circunscripción Territorial de Antioquia en Antioquia,Maestría,Ingeniero/a,2022 - 2026,22 de julio de 2022,Sin edad asignada,Medellín,Masculino,,,,,https://www.youtube.com/channel/UCksXIDCCKzql9x3cBD2L7RA
