,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
10,"David Barguil es uno de los congresistas más jóvenes, electo con 28 años para el periodo 2010 -2014 y reelegido con la máxima votación de su partido y una de las más altas votaciones a la Cámara de Representantes en el país para el periodo 2014-2018. A su corta edad se ha convertido en un destacado personaje de la política nacional y la figura más destacada de su partido. Ha logrado aprobar importantes leyes y liderado los más sonados debates de control político.David Barguil ha sido abanderado por la defensa del consumidor colombiano, sus iniciativas se han enfocado en frenar los abusos de los bancos, fondos de pensiones, compañías de cementos y del sector de las telecomunicaciones. Desde su actividad en el Congreso de la Republica ha realizado importantes debates de control político contra los abusos de la banca, el debate más importante que sobre competencia se ha hecho en el país, desenmascarando el posible acuerdo de precios en diversas industrias entre ellas el cemento, agro insumos y medicamentos.Ha concentrado sus esfuerzos en la aprobación de leyes para el beneficio de la educación y gracias a ello, actualmente se ven beneficiados todos los estudiantes de bajos recursos del país que hacen créditos para pagar la universidad.Especialista en Derecho Contractual y Relaciones Jurídico Negóciales de la Universidad Externado de Colombia; Profesional en Finanzas, Gobierno y Relaciones Internacionales de la Universidad Externado de Colombia; becario del programa de Economía y Política de la Université de Montreal en Canadá. Actualmente cursa una Maestría en Liderazgo Positivo y Estrategia en IE University en España.",David Alejandro Barguil Assis,Conservador Colombiano,,https://www.facebook.com/David.Barguil,,,,,Circunscripción Nacional en ...,Maestría,Internacionalista,2018-2022,23 de junio de 1981,42,Cereté,Masculino,315 342 3639,201B Ed. Nuevo Congreso,382 3000 ext: 3307 - 4489 - 3194 - 3195,david_barguil@hotmail.com,http://www.youtube.com/user/al1981fre
11,"Colombiano de 54 años. Hijo y nieto de campesinos. Felizmente casado con Gloria, abogada caleña. Tiene cinco hijos, tres perros y un gato.Fue taxista y panadero. Médico, escritor, sociólogo y filósofo. Realizó un Especialización de Derecho Internacional de los Derechos Humanos en la Universidad Alfonso X El Sabio de España y una Maestría en Literatura Española e Hispanoamericana en la Universidad de Barcelona.En 2006 fue elegido Representante a la Cámara y en 2010 Senador de la República. En el 2011 asumió la presidencia de la Comisión de Paz del Senado y en 2012 fue elegido presidente del Congreso. Desde 2014 se dedicó al proceso de paz que puso fin a 52 años de conflicto armado.Ha liderado normas tendientes a garantizar la seguridad y la paz de los colombianos, como la Ley de Víctimas y de Restitución de Tierras; el Marco Jurídico para la Paz; la Ley de Justicia y Paz; y la Seguridad Jurídica para las Fuerzas Militares, y el Acto Legislativo para la Paz.Y para dar cumplimiento a los Acuerdos de Paz asumió la tarea de sacar adelante trascendentales leyes como la Justicia Especial para la Paz; la ley que someterá colectivamente a las bandas criminales; la ley de Orden Público que blindará el proceso de paz, la que otorga garantías a la Oposición; la ley que moderniza mecanismos de participación ciudadana; la ley de equilibrio de poderes, la que creó regalías para financiar proyectos del posconflicto para más de 200 municipios y la que estableció incentivos para la innovación en el campo y dio origen a la Agencia de Desarrollo Rural para el progreso de pequeños agricultores.Desde el Congreso ROY BARRERAS ha defendido trascendentales temas sociales que nos permitirán vivir en una Colombia mejor para nuestros hijos. : Como la Ley que creó la Agencia de Seguridad Vial que ha frenado la accidentalidad en Colombia; la norma que reconoce salario mínimo y prestaciones de ley a más de 74 mil Madres Comunitarias; la ley de Primera Infancia que ha beneficiado a más de 1.2 millones de niños colombianos; la ley que deshereda a hijos maltratadores, la ley que otorga un salario digno a médicos residentes; la Ley de pequeñas causas que descongestionará procesos judiciales; la Ley de donación de órganos; la ley de salas amigas de la familia lactante, la ley que amplía el registro de víctimas y la Ley “Pepe Sánchez” protección de los derechos de autor de los actores.Enlace Sigep: https://bit.ly/2SWHdII",Roy Leonardo Barreras Montealegre,Pacto Histórico Coalición,https://www.instagram.com/roybarreras/,https://www.facebook.com/RoyBarrerasCol,,,,https://twitter.com/RoyBarreras,Circunscripción Nacional en Valle del Cauca,Maestría,Ciencias de la Salud,2022 - 2026,27 de noviembre de 1963,59,Bogotá,Masculino,311 300 4885,Capitolio 3 Piso,382 3000 ext: 5493 - 5496,roybarreras@gmail.com,https://bit.ly/3pXCSoG
12,"Inició sus estudios en la escuela de la Vereda Cai, Cañón del Combeima, posteriormente se graduó como bachiller en el Instituto Agropecuario Mariano Melendro de Chapeton (Cañón del Combeima).Luego realizo su formación profesional en la Universidad de Ibagué como contador público y paralelamente laboró en una empresa familiar, así como en empresas de tradición de la ciudad como: La Feria escolar, Santa fe de los Guaduales, Central Pecuaria, entre otras.Posteriormente realizó una especialización en Finanzas en la Universidad de Ibagué en convenio con la Universidad del Rosario, y luego una especialización en Derecho Administrativo en la Universidad Externado.Actualmente aspira a representar en la Cámara al Departamento del Tolima acompañado por sectores políticos de extracción conservadora principalmente, líderes populares y ciudadanos activos que buscan una representación verdadera en la Cámara priorizando los intereses colectivos del departamento ante el congreso de la República.http://miguelangelbarreto.com/quien-es-miguel-barreto/Enlace Sigep: https://bit.ly/2HUGWzF",Miguel Ángel Barreto Castillo,Conservador Colombiano,,https://www.facebook.com/MiguelBarretoC/,,,,https://twitter.com/MIgueBarretoC,Circunscripción Nacional en Tolima,Especialización,Contador/a,2022 - 2026,6 de abril de 1978,45,Ibagué,Masculino,,2 Mez. Norte Ed. Nuevo Congreso,382 3000 ext 3178 - 3415,,https://bit.ly/3tRRo2m
13,"Joven político liberal antioqueño, nacido en Medellín. Estudió en el Colegio José María Córdoba y adelantó estudios de Derecho en la Universidad de Medellin. Ha desempeñado los cargos de Asesor en el Congreso de la República y Asistente en el Concejo de Medellín. Elegido Diputado a la Asamblea de Antioquia para el 2012 con 25037 votos por el Partido Liberal.Fue representante a la Cámara por Antioquia en 2014-2018 y ahora presenta su candidatura al Senado de la República.Tomado de: https://www.facebook.com/JulianBedoyaP/info?tab=page_infoTomado de:http://partidoliberalcolombiano.info/PartidoLiberal/GenteLiberal/Representantes/tabid/113/Default.aspxEnlace Sigep: https://bit.ly/2SX2gL2",Julián Bedoya Pulgarín,Liberal Colombiano,,https://www.facebook.com/JulianBedoyaP,,,,https://twitter.com/JulianBedoyaL17,Circunscripción Nacional en ...,Universitaria,Abogado/a,2018-2022,7 de octubre de 1980,42,Medellín,Masculino,,202 Ed. Nuevo Congreso,382 3000 ext: 3246 - 3247 - 3361,,https://www.youtube.com/user/personeromontebello
14,"Armando Benedetti Villaneda, Nacido en Barranquilla, es comunicador social y periodista. Antes de terminar su carrera, ya se desempeñaba como Coordinador de Telecaribe en Bogotá. Hizo parte de la redacción política e internacional del diario El Tiempo y entre diciembre de 1990 y abril de 1991, fue reportero del Noticiero QAP.Se desempeñó como Secretario General del Instituto Nacional de Tránsito y Transporte y ejerció la Vicepresidencia Comercial de la Empresa Colombiana de Recursos para la Salud, Ecosalud, siendo en esta empresa Presidente encargado de dicha entidad durante unos meses.Su primer contacto con la política lo tuvo en 1991, cuando se desempeñó como asesor de la Asamblea Nacional Constituyente. Luego, fue concejal para el periodo de 1998-2000, distinguiéndose por su control político a la gestión de la administración del Alcalde Enrique Peñalosa. Desde su curul de Concejal denunció irregularidades como los sobrecostos en la construcción de los bolardos, el puente de la Calle 92 y los puentes peatonales y las suntuarias inversiones en las oficinas públicas.Fue también autor de iniciativas como la contenida en el proyecto de acuerdo No 25 de 1998, por medio del cual se estableció como obligatoria en todas las instituciones educativas del Distrito los talleres de prevención contra los efectos nocivos del alcoholismo, el cigarrillo y la drogadicción y del proyecto de acuerdo No. 098 del mismo año por el cual se adoptó el nuevo reglamento del Concejo de Bogotá.En el año 2002 fue elegido Representante a la Cámara por Bogotá. Durante los cuatro años, Benedetti se destacó por ser el defensor número uno del gobierno del Presidente ALVARO URIBE VELEZ. Esta fue la razón por la que apoyó y lideró proyectos como el referendo, la reelección presidencial y la ley de garantías electorales.Desde la Cámara propuso el acto legislativo contra el terrorismo, fue ponente del Estatuto Antiterrorista y para apoyar los procesos de paz con los grupos al margen de la ley y su reinserción en la vida civil trabajó en el desarrollo de la Ley de Justicia y Reparación. También participó en el proyecto que permitiría el voto a los militares.En su trabajo como Representante acompañó al Presidente Uribe en sus Consejos Comunales por diferentes ciudades del país, conociendo de primera mano los problemas e inquietudes de los colombianos así como las soluciones que ha ofrecido el gobierno actual.Para las elecciones de 2006 ingresó al Partido de la “U“ y fue elegido por este movimiento como Senador de la República. Como Senador, Benedetti radicó el proyecto que permite la aplicación de la Eutanasia en Colombia, ha apoyado el Proyecto que brinda seguridad social y derechos patrimoniales para las parejas Gay y realizó el debate sobre el tratamiento a las víctimas en el proceso de justicia y paz y al Ministro de Defensa sobre falsos positivos.Defendió la ley de transferencias, hundió la iniciativa del gobierno que pretendía penalizar el consumo de dosis mínima en lugares públicos y continúa trabajando para la aprobación en el Congreso de una política educativa de gobierno contra el consumo del alcohol, el cigarrillo y la droga.En la discusión de la capitalización de ECOPETROL, propuso que los ciudadanos pudieran comprar acciones a plazo para coadyuvar en la democratización de la propiedad, ha insistido en una mejor política de pesca, la implantación en el país de un sistema semi parlamentario de gobierno con el fin de fortalecer la democracia nacional y acciones para mitigar la violencia contra la mujer y la discriminación.Defendió en el Congreso, como coordinador ponente, la Ley de Referendo y la Reforma Política e impulsó en el Senado un proyecto para beneficiar a los familiares de los secuestrados.Sacó adelante la Ley que reglamenta la seguridad de las piscinas en Colombia y la Ley contra el Turismo Sexual. Actualmente cursan en Congreso proyectos de su autoría contra la contaminación auditiva, el cambio de nombres y apellidos, el fuero de defunción, la ley de playas, la educación gratuita en colegios públicos hasta 11 grado y la ponencia del proyecto de Ley que Reglamenta la Reforma Política.Fuente: http://bit.ly/9X6oTfComo Presidente del Congreso promovió la Campaña por la Transparencia que creó una sección en la página principal del Senado en la que los ciudadanos podrán consultar el nombre del senador, el partido de elección, la votación obtenida, su Declaración juramentada de bienes, el Registro de conflicto de intereses y los nombres de los miembros de Unidad de Trabajo Legislativo (UTL) del senador.Mayor información: www.senado.gov.co",Armando Alberto Benedetti Villaneda,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/aabenedetti?ref=ts,,,,https://twitter.com/AABenedetti,Circunscripción Nacional en ...,Universitaria,Comunicador/a social,2018-2022,29 de agosto de 1962,60,Barranquilla,Masculino,316 454 4619,Capitolio 2 Piso,382 3000 ext: 5256 - 5331,armando.benedetti.villaneda@senado.gov.co,https://bit.ly/3CBlyed
15,"Nacido en Córdoba, administrador de empresas, ex alcalde municipal de Sahagún, Córdoba. Hermano de Musa Besaile Fayad.",Johny John Moisés Besaile Fayad,Partido de la U - Partido de la Unión por la Gente,,https://www.facebook.com/jhony.besaile.96,,,,https://twitter.com/UtlJohn,Circunscripción Nacional en Córdoba,Universitaria,Administrador/a de empresas,2022 - 2026,Invalid Date,Sin edad asignada,Sahagún,Masculino,,319B Ed. Nuevo Congreso,382 3000 ext: 4123 - 4124,,
16,"Es Abogada, egresada de la Universidad Externado de Colombia, Especialista en Gerencia de Empresas Comerciales de la Universidad del Norte y Magister en Ciencias Jurídicas de la Universidad Pompeu Fabra de España.Incursionó en la política como Concejal de Cartagena en el periodo de 2001-2003 y luego se desempeñó como Asesora del Gobernador de Bolívar por 5 años, en los cuales trabajó en importantes proyectos Socio-Culturales en el Departamento.Nadia Blel Scaff, se ha destacado por presentar iniciativas enfocadas en mejorar la calidad de vida de las mujeres, adolescentes y niños. Durante estos pocos meses en el Congreso de la República, realizó un importante debate de control político para garantizar la atención integral de las jóvenes del Municipio del Carmen de Bolívar, afectadas por la aplicación de la Vacuna del Papiloma Humano.Actualmente se encuentra trabajando para presentar un Proyecto de Ley para reglamentar el uso del Plomo en el país ya que sus efectos nocivos atentan contra la salud de los niños y otro, para modernizar los modelos de atención y actualizar las multas en los casos de maltrato animal que se presenten en Colombia.Ver: http://nadiablel.com/acerca-de-la-senadora/",Nadia Georgette Blel Scaff,Conservador Colombiano,,https://www.facebook.com/nadia.blel,https://www.linkedin.com/profile/public-profile-settings?trk=prof-edit-edit-public_profile,,,https://twitter.com/nadiablel,Circunscripción Nacional en Bolívar,Maestría,Abogado/a,2022 - 2026,11 de agosto de 1981,41,Cartagena,Femenino,,413B - 414B Ed. Nuevo Congreso,382 3000 ext: 3714 - 3715,,https://www.youtube.com/user/NadiaBlel
17,"Hizo varios semestres de Comunicación Social en la Universidad de la Sabana. Escritor en Fox Telecolombia y Promotor en Fundación Manos Limpias Colombia. Es guionista conocido por sus novelas Sin tetas no hay paraíso, Sin senos sí hay paraíso, El capo, Pandillas, guerra y paz, Los Victorinos y Tres Caínes.Enlace Sigep: https://bit.ly/2TeSJ0X",Gustavo Bolívar Moreno,Pacto Histórico Coalición,https://www.instagram.com/gustavo_bolivar/,https://www.facebook.com/gustavobolivarsincensura/,,,,https://twitter.com/gustavobolivar,Circunscripción Nacional en Distrito Capital,Universitaria Incompleta,Comunicador/a social,2022 - 2026,22 de julio de 1966,56,Girardot,Masculino,,416 Ed. Nuevo Congreso,382 3000 ext: 3272 - 3277,,https://bit.ly/3sZkm18
18,"María Fernanda Cabal, nació en Cali, es politóloga egresada de la Universidad de los Andes, centro académico en el que antes de graduarse trabajó como directora del Programa Democracia del Departamento de Ciencia Política. A su Universidad regresó años después para organizar el programa Foros de Interés Ciudadano, lo que le permitió conocer muchas zonas de Bogotá y de varios departamentos del país y contribuir en poner marcha la Ley General de Educación y el Proyecto Educativo Institucional, PEI en seis colegios del Distrito.En España cursó un semestre de literatura e historia, en la Fundación Ortega y Gasset. Trabajó en la ciudad de Dayton Ohio, Estados Unidos en la Fundación Kettering, entidad sin ánimo de lucro, presidida por el señor David Mathews, quien se desempeñó como Secretario de Salud y Bienestar durante el gobierno del Presidente Gerald Ford, dedicada a trabajar y fomentar la metodología en los foros de deliberación pública, en donde se tenía como base el interés ciudadano, experiencia que le permitió conocer el inmenso valor que tiene para el pueblo norteamericano la cultura de espacios democráticos, participar de esos espacios que enriquecen a la sociedad norteamericana, así como las reuniones en las Iglesias, los eventos de barrio y la promoción de la participación de los estudiantes en las asociaciones universitarias y la metodología de los Foros de Interés Ciudadano con énfasis en la enseñanza de la deliberación de la comunidad para la creación de políticas públicas, conocimientos y experiencia que puso en práctica a su regreso a Colombia en la Universidad de los Andes.Su interés en las relaciones y el comportamiento de las comunidades le fue ampliando su experiencia a través del trabajo que realizó con el Comisionado Nacional para la Policía para el fortalecimiento de las relaciones entre la policía y la comunidad de San Cristóbal en Bogotá y posteriormente con el Ministerio del Interior en el Amazonas en desarrollo de programas sociales con indígenas, mujeres cabeza de familia y empleados públicos. La Gobernación del Atlántico la contrató para dar a conocer la Constitución Política de Colombia en varios municipios del departamento.En marzo del 2003 fundó la agencia de viajes para estudiantes Student Travel Center y hoy es una las dos empresas de este tipo para servicio a los jóvenes, con más trayectoria en el país y con los mejores productos.En el año 2006 fue nombrada por Mario Iguarán como Directora de Asuntos Internacionales de la Fiscalía General de la Nación. Entre sus logros se destaca el fortalecimiento de los lazos de cooperación con todos los países aliados. El Departamento de Justicia de Estados Unidos destacó su labor en esa oficina.María Fernanda Cabal se desempeñó durante siete años como presidenta de la Junta Directiva de la Fundación Colombia Ganadera. Como líder y entusiasta de esta iniciativa social, trabajó en la disminución de la pobreza rural. Conoció la experiencia de la Fundación Heifer, que fomenta la donación de formas de subsistencia rural, con el compromiso de retribuir con parte del beneficio a otra persona necesitada. La donación de vacas con la devolución de la primera cría es uno de sus programas más conocidos.María Fernanda adaptó el modelo de la Fundación y en asocio con Fedegán creó el Programa “Una vaca por la paz”, a través del cual a familias en condición de vulnerabilidad se les donaba una novilla preñada, como un aporte para superar la difícil situación alimentaria y monetaria que viven las familias campesinas. Gracias a su gestión logró que más de 500 empresas y ganaderos apoyaran esta iniciativa que se ha extendido a muchas regiones del país, hoy más de 1.700 familias se benefician de este programa.Las víctimas ganaderas de la violencia encontraron durante la gestión de María Fernanda Cabal, un acompañamiento jurídico, con la creación del Programa de Acompañamiento a las Víctimas Ganaderas de la Violencia, PAVIC, hoy más de 6.000 ganaderos encuentran acompañamiento y asesoría gratuita en el marco de la Ley 1448, Ley de Víctimas y Restitución de Tierras. En el año 2009 publicó el primer informe Acabar con el Olvido, que luego de un extenso y juicioso trabajo de investigación, dio a conocer al país y a la comunidad internacional, los casos de más de 3.000 víctimas ganaderas de la violencia.Luego de dos años de trabajo de la fundación en el programa de acompañamiento, realizó un segundo informe que fortalece y reconstruye la memoria histórica de las Víctimas en Colombia. El documento Acabar con el Olvido, Segundo informe, contiene los relatos de más de 1900 víctimas, e incluye más de 6000 nombres de ganaderos que se han aproximado al programa reportándose cómo víctimas.Enlace Sigep: https://bit.ly/37S9Z1m",María Fernanda Cabal Molina,Centro Democrático,https://www.instagram.com/mariafernandacabal/,https://www.facebook.com/MariaFdaCabal,,,,https://twitter.com/MariaFdaCabal,Circunscripción Nacional en Valle del Cauca,Universitaria,Politólogo/a,2022 - 2026,8 de agosto de 1966,56,Cali,Femenino,,616B Ed. Nuevo Congreso,382 3000 ext: 3422 - 4174,,https://bit.ly/3tRW3kL
19,"Administradora de Empresas y Especialista en Gerencia Pública de la CorporaciónUniversitaria del Caribe (CECAR), con postgrado en Gobierno y Gestión PúblicaTerritorial de la Pontificia Universidad Javeriana. Casada con Mario Alberto Fernández Alcocer, (Senador del Partido Liberal) con quien tiene 2 hijos, Juan Mario y Daniel.En el año 2005 representó a Sucre en el Concurso Nacional de Belleza; fue Gestora Social del Municipio de Sincelejo durante el período 2012-2015. Lideró la estructuración de la Política Pública para Niños, Niñas, Jóvenes y Adolescentes de Sincelejo. Se destacó por ser defensora de los Derechos Humanos y activista por los derechos de las personas LGBTI.Ana María es una destacada Gestora Cultural del Departamento de Sucre. Fue anfitriona de las Fiestas del 20 de Enero de Sincelejo como Reina Central; luego trabajó como Asesora de las Festividades durante el período 2008-2011 y en su labor como Gestora Social de Sincelejo, lideró proyectos para la preservación de la Cultura y el Arte.Tomado de:https://www.anamariasenadora.com/perfilEnlace Sigep: https://bit.ly/2v7EtPI",Ana María Castañeda Gómez,Cambio Radical,https://www.instagram.com/anymarcas/,https://www.facebook.com/AnyMarCas/,,,,https://twitter.com/AnyMarCas,Circunscripción Nacional en Sucre,Especialización,Administrador/a de empresas,2022 - 2026,27 de diciembre de 1984,38,Sincelejo,Femenino,300 6361164,217B Ed. Nuevo Congreso,382 3000 ext: 3697 - 3698 - 3739,,
20,"El pacoreño Mario Alberto Castaño Pérez es contador público de la Universidad de Manizales, con posgrado en gerencia financiera de la Universidad Autónoma de Manizales y mágister de administración en UNAB del Instituto Tecnológico de Monterrey (México). Ha laborado en la docencia, en el sector privado y 23 años en el público. De ellos, cinco en la Gobernación de Caldas como pagador auxiliar y auxiliar de contabilidad, subjefe de contabilidad y presupuesto de Empocaldas y coordinador de costos, jefe de la oficina financiera, gerente financiero y comercial de la ILC.Fue representante a la Cámara 2014 - 2018 y ahora presenta su candidatura al Senado.",Mario Alberto Castaño Pérez,Liberal Colombiano,https://www.instagram.com/senadormariocastano/,https://www.facebook.com/senadormariocastano,,,,https://twitter.com/MarioCasPe,Circunscripción Nacional en ...,Maestría,Contador/a,2018-2022,8 de diciembre de 1971,51,Pácora,Masculino,,202 Mez. Sur Ed. N. Congreso,4325100 ext 3155 - 3158 - 3159,,
21,"Profesional en Derecho de la universidad Gran Colombia y especialista en Derecho Constitucional de la universidad Sergio Arboleda. Cuenta con un trabajo político de 30 años que se ha enfocado en el fortalecimiento del Estado y sus instituciones, en la gestión social, la defensa de los valores de la familia y el respeto a la vida.Su liderazgo político ha transcendido en distintas regiones de Colombia y ha llegado a 34 países en continentes como Asia, Europa, América, en los que ha liderado temas como la resolución de conflictos y la atención a los colombianos que llegan a estas naciones. Al respecto, creó centros de acogida y refugio en los que cientos de connacionales han encontrado solución y acompañamiento frente a diversas problemáticas que se enfrentan como inmigrantes.En el año 1990 fue candidata a la Presidencia de la República. En los años 1991 y 2006 fue electa como senadora, periodos donde se destacó por trabajar a favor de las mujeres cabeza de familia.Fue candidata a la Alcaldía de Bogotá en el año 2000, donde obtuvo la tercera mejor votación.Se desempeñó como embajadora de Colombia en Brasil (2004-2005), donde se destacó por fortalecer las relaciones comerciales entre ambos países, liderando un trabajo con los caficultores.En el año 2014 hizo parte activa de la mesa de diálogos del NO al Acuerdo de Paz, entre el Gobierno de Colombia y las Farc, allí expuso varias propuestas para que fueran tenidas en cuenta en la construcción del nuevo documento, también representó a un sector de la iglesia cristiana en Colombia y lideró un trabajo en defensa de la familia.Actualmente hace parte de la Comisión Segunda del Senado, donde trabajará en temas de política migratoria, evaluará la efectividad de los tratados de libre comercio y la seguridad en las zonas fronterizas, entre otros. También pertenece a la Comisión Legal de Derechos Humanos.",Emma Claudia Castellanos,Cambio Radical,,https://www.facebook.com/emmaclaudiacastellanos/,,,,https://twitter.com/claudiacaste,Circunscripción Nacional en ...,Especialización,Abogado/a,2018-2022,4 de mayo de 1960,63,Bogotá,Femenino,3825133,323 Ed. Nuevo Congreso,382 3000 ext: 3534 - 3550 - 3551,senadora@claudiadecastellanos.org,https://bit.ly/3J4iHNf
22,"Senador del Polo Democrático Alternativo.Líder campesino de Norte de Santander, que comenzó como dirigente comunitario en el Comité de Integración Social del Catatumbo (Cisca) y fue concejal de Convención (Norte de Santander). Es el presidente del Coordinador Nacional Agrario de Colombia (CNA), que jugó un papel protagónico en el reciente paro agrario, y también es uno de los voceros nacionales del Congreso de los Pueblos. Dentro del Polo pertenece a Poder y Unidad Popular (PUP), una fuerza política que ayudó a fundar en 2006 y a la que pertenecen líderes sindicales como Domingo Tovar (de la CUT) y Rodolfo Vecino (de la USO)Estudios: Tecnólogo en Obras Públicas.Enlace Sigep: https://bit.ly/392Plgc",Jesús Alberto Castilla Salazar,PDA - Polo Democrático Alternativo,,https://www.facebook.com/pages/Senador-Alberto-Castilla/678624125489608,,,,https://twitter.com/CastillaSenador,Circunscripción Nacional en ...,Tecnológica,Obras Públicas,2018-2022,18 de marzo de 1968,55,Convención,Masculino,,525B - 526B Ed. Nuevo Congreso,3823164 -382 3000 ext: 3116-3119-3164,,https://bit.ly/3hXxP39
23,"Médico Cirujano de la Universidad Metropolitana de la Ciudad de Barranquilla. Especialista en Ortopedia y Traumatología de la Universidad de Buenos Aires Argentina.Diplomado en Altos Estudios Gerencia en Gerencia Política, Gestión Pública y Gobernabilidad, de la Universidad del Rosario. Actualmente adelanta estudios en Diplomado Ética y Valores Estado de Derecho Anticorrupción.Oriundo de Ciénaga, heredero de una casta política de su municipio con su padre, Armando Castillo, ex alcalde y ex diputado, además de ser hermano del fallecido y reconocido miembro de la Asamblea Armando “Chiri” Castillo.http://www.periodicoopinioncaribe.com/#!cambio-radical-por-el-magdalen/c1qqf",Fabián Gerardo Castillo Suárez,Cambio Radical,,https://www.facebook.com/fabiangcastillos/,,,,https://twitter.com/fabiangcastillo,Circunscripción Nacional en ...,Especialización,Ciencias de la Salud,2018-2022,4 de noviembre de 1968,54,Ciénaga,Masculino,,202B Ed. Nuevo Congreso,382 3000 ext: 3241 - 3242 - 3243,,
24,,Juan Luis Castro Córdoba,Alianza Verde,,https://www.facebook.com/JuanLuisCasCo/,,,,,Circunscripción Nacional en ...,Maestría,Ciencias de la Salud,2018-2022,12 de febrero de 1975,48,Medellín,Masculino,3128186325,704B Ed. Nuevo Congreso,382 3000 ext: 3049-3057-3058,,https://www.youtube.com/channel/UCr9v5PexmW7_NP-g8raQWKg
25,"Estudió filosofía en la Universidad de Sofía (Bulgaria), tras haber crecido en el exilio entre Checoslovaquia y Cuba. Su padre Manuel Cepeda fue un dirigente de izquierda que fue elegido congresista por la Unión Patriotica y asesinado en 1994. Su madre, la líder sucreña Yira Castro, fue concejal de Bogotá por la Unión Nacional de Oposición. Luego de que en 2000 fueran condenados dos suboficiales por el asesinato de su padre, Cepeda salió exiliado a Francia, donde realizó una especialización en Derecho Internacional Humanitario en la Universidad Católica de Lyon. Las víctimas han sido una de sus banderas políticas, principalmente a través del Movimiento Nacional de Víctimas de Crímenes de Estado (Movice) del que es vocero. A finales de 2009 decidió lanzarse a la política, por el Polo Democrático y con el apoyo del Movice. Llegó a la Cámara por Bogotá con 35 mil votos, la cuarta votación más alta en la ciudad y la segunda del Polo, detrás de Germán Navas Talero. Ahora, con la segunda mayor votación del Polo, llega al Senado.Tiene manejo legislativo del tema de su comisión: Algo¿Por qué?: Su pregrado es en filosofía y su maestría es en Derecho Internacional Humanitario, lo cual no tiene que ver directamente con los temas de su comisión (Política internacional, defensa nacional y fuerza pública, comercio exterior e integración económica, fronteras, extranjeros, monumentos públicos), pero viene de estar en esa célula y se ha destacado por varios debates de control político.Fuente: http://bit.ly/2foff4Q",Iván Cepeda Castro,Pacto Histórico Coalición,,https://www.facebook.com/IvanCepedaCastro/,,,,,Circunscripción Nacional en Distrito Capital,Maestría,Filosofo/a,2022 - 2026,24 de octubre de 1962,60,Bogotá,Masculino,301 578 7658,636B-638B Ed. Nuevo Congreso,382 3000 ext: 3507 - 3787 - 4416,ivancepedacamarabogota@gmail.com,https://www.youtube.com/user/IvanCepedaCastro
26,"Nació en Barranquilla en 1950. Es economista industrial y especialista en altas finanzas. Capitán de corbeta de la reserva naval, Dirigente empresarial y gremial en el Atlántico, la región Caribe y el país por 17 años. Ha sido Senador de la República por 18 años consecutivos, desempeñandose como Primer Vicepresidente del Senado, dos veces Presidente y dos veces Vicepresidente de la Comisión Cuarta de esta institución.En el año 2008 obtuvo la más alta votación en el país en la elección de los miembros del Directorio Nacional Conservador con 164 mil votos. Además de ser elegido Vicepresidente de la ODCA, Organización Demócrata Cristiana de América.Desde el Partido Conservador promovió los dos programas bandera de la política social en Colombia: Familias en Acción y la Banca de Oportunidades. Condujo al Partido Conservador al triunfo en las elecciones regionales de 2007, convirtiéndolo en el partido con mayor número de alcaldes en el país, e incrementando su votación en medio millón de votos, Liderando la democratización del mismo con la consulta de 2008, cuando se eligieron todos los directorios, incluido el nacional, por votación popular, y se consolidó la renovación generacional y la participación de la mujer.Adhirió a la Campaña por la Transparencia que creó una sección en la página principal del Senado en la que los ciudadanos podrán consultar el nombre del senador, el partido de elección, su Declaración juramentada de bienes, el Registro de conflicto de intereses y los nombres de los miembros de Unidad de Trabajo Legislativo (UTL). Mayor información: www.senado.gov.coPara conocer su gestión durante el actual cuatrienio: https://www.dropbox.com/s/mxowmgr6c89962u/Efra%C3%ADn%20Jos%C3%A9%20Cepeda%20Sanabria%20reporte.pdf",Efraín José Cepeda Sarabia,Conservador Colombiano,,https://www.facebook.com/EfrainCepedaSenador/?fref=ts,,,,,Circunscripción Nacional en Atlántico,Especialización,Economista,2022 - 2026,24 de mayo de 1950,73,Barranquilla,Masculino,3135352800,226 Ed. Nuevo Congreso,3823066 - 3823217 - 382 3000 ext: 3218-3066- 3217 Fax: 3823218,efraincepeda@hotmail.com,http://www.youtube.com/channel/UCirkRwmEX3TVEAEHS3VZ0BA
