"corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","CARLOS ENRIQUE RIVAS SEGURA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","DORA HERMINDA DAMIAN GOMEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","EDILSON NULL HUERFANO ORDOÑEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","EVELYN NULL ALFONSO BELLO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ERNESTO CAMILO CUELLAR MELO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ANGELA MARIA GOMEZ GALVEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","CESAR HERNAN JEREZ MARTINEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","YOMAIRA DE JESUS MONTENEGRO OROZCO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ORLANDO NULL SALCEDO MOYA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","EDERSON NULL GARCIA VILLAMIZAR","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JOSE OSCAR SALAZAR TABARES","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","VIRNA TERESA FADUL YENIZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JOSE NILSON ARANA SANCHEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","DAYANA VANESSA MEDINA ROMAÑA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MARTIN ALONSO CAICEDO CARABALI","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","FRANCISCO NULL ROJAS LEYVA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","GLORIA INES FORERO MARTINEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","GABRIEL NULL TARAZONA JIMENEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","XIMENA ANDREA RENGIFO QUINTERO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","CAROLINA NULL MANCHOLA GARZON","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JOSE MAURICIO CLAVIJO LUNA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","RAQUEL NULL LIZARAZO QUIROGA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","WILLIAM NULL CARDONA VELEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","LAURA JULIETH MARTINEZ MORALES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ISMAEL ANTONIO MOLINA GIRALDO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MARIA VICTORIA TRUJILLO ARIAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JUAN MANUEL GALEANO HERRERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","LILIBETH MARIA TETE GUTIERREZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MILENA NULL SERRANO GARCIA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JORGE ENRIQUE LANCHEROS DELGADILLO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","SANDRA PATRICIA MORENO ROMERO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","REINALDO FRANCISCO CORTES BETANCOURT","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","VIVIANA NULL HIGUERA AMAYA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ADOLFO ANTONIO ORDOÑEZ CHADID","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","SAUDITH MARIA ZURITA BALTAZAR","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","LUIS ENRIQUE YALANDA HURTADO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","DIANA CAROLINA SALAS FRAGOSO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","CESAR AUGUSTO GAVIRIA BURGOS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","KEILA PATRICIA PEREZ ARAUJO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","WILSON NULL ALZATE PIEDRAHITA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MARLYS JOSETH FIGUEROA VASQUEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ADALBERTO NULL BALLESTEROS GUAPE","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ADA ISABEL RODRIGUEZ TORRES","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","KAREN MARGARITA ALTAMAR ROJAS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JOSE MANUEL BAUTISTA CRUZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","PEDRO DE JESUS DURAN BARAJAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ABSALON DE JESUS ARIAS ARIAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","HUBER NELSON GUISAO GUISAO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MIGUEL RUBEN FIQUITIVA BALCERO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","CARLOS HUMBERTO RUIZ RAMIREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","WILMAN NULL HERRERA IMITOLA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JESUS NULL AYALA AVILA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JOSE ENRIQUE CHACON NORIEGA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","OSCAR JULIO RINCON HERNANDEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MARCELINO NULL CARDENAS VANEGAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MARLON DE JESUS CANTILLO BORRERO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","FRANCISCO JAVIER PANTOJA PANTOJA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","ABELARDO NULL SANCLEMENTE NULL","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","MANUEL NULL GARCIA DIAZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","FREDY NULL DUARTE GUAYANEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","LUIS EMILIO GALVAN MORELO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","FREDY NULL PRIETO BANGUERO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","WILSON NULL BEJARANO HERNANDEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","GEANCARLO NULL GRAVIER SANTANA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","RAUL ENRIQUE GOMEZ VELASCO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","GUILLERMO ANDRES BARON BARRERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","DIEGO HERNAN RODRIGUEZ LIZARRALDE","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","JUAN DAVID DIAZ CHAMORRO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","LUIS EDUARDO DE LA HOZ LOPEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","EDGAR ANTONIO SALDARRIAGA CANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","CESAR NORBERTO BARRERA AVILA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","MIGUEL ANGEL RODRIGUEZ NOSSA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","RICARDO ANTONIO ESPAÑOL SUAREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","OSCAR ALEJANDRO VILLATE CONTRERAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","GERARDO ANDRES RODRIGUEZ BURITICA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","MAIRA ALEJANDRA GUTIERREZ OCHOA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","YOHANA PATRICIA CALDERON PEÑA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","PAOLA ANDREA SAMUDIO LIZCANO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","CIRO MANUEL DE LEON BRAND","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","LIBARDO NULL AREIZA MOSQUERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","PAOLA ANDREA MATIZ GOMEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","LEIDY KATHERINE JIMENEZ BALLESTEROS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","DIDIER ANDREY MARTIN VILLAMIL","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","NESTOR MAURICIO SANCHEZ PEREA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","DIANA VANNESA CUESTA ASTUDILLO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","JAVIER NULL SIERRA NULL","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","GLORIA SOFIA PATIÑO RAMIREZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","INDIGENAS","O.S.A ORGANIZACIÓN SOCIO-POLITICA ANCESTRAL","GUSTAVO ADOLFO MARTINEZ ARCOS","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","O.S.A ORGANIZACIÓN SOCIO-POLITICA ANCESTRAL","JIMMY JEOVANY POLINDARA VELASCO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","O.S.A ORGANIZACIÓN SOCIO-POLITICA ANCESTRAL","EGLENIS SARELA HUAMAN NULL","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","DEMOCRACIA DESDE ABAJO LA  PALMA","LUZ MARINA MORONBIA DUQUERESAMA","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO ALTERNATIVO INDIGENA SOCIAL ""MAIS""","AIDA MARINA QUILCUE VIVAS","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO ALTERNATIVO INDIGENA SOCIAL ""MAIS""","DORIS ELENA JACANAMIJOY JACANAMIJOY","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO ALTERNATIVO INDIGENA SOCIAL ""MAIS""","HIGINIO NULL OBISPO GONZALEZ","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MANDATO AMBIENTAL","JUAN FRANCISCO ALMENDRA VELASCO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MANDATO AMBIENTAL","MIGUEL NULL CHINDOY BUESAQUILLO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MANDATO AMBIENTAL","NINFA NULL HERRERA DOMINGUEZ","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN NACIONAL DE CABILDOS Y AUTORIDADES INDÍGENAS EN COLOMBIA ANICOL","JHONY NULL APARICIO RAMIREZ","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN NACIONAL DE CABILDOS Y AUTORIDADES INDÍGENAS EN COLOMBIA ANICOL","KAREN ELIZABETH BONILLA LAGUNA","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","PARTIDO INDIGENA COLOMBIANO P.I.C","MARCELINO NULL CHINDOY CHICUNQUE","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","PARTIDO INDIGENA COLOMBIANO P.I.C","ANDRES NULL AGREDA CHICUNQUE","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","PARTIDO INDIGENA COLOMBIANO P.I.C","OSWALDO WILFREDO HUETIO PRIETO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","RESGUARDO CAMPO ALEGRE","NELSON DE JESUS LOPEZ ACEVEDO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN DE CABILDOS INDIGENAS POR COLOMBIA","LOT USIEL VILLAZON ARIAS","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN DE CABILDOS INDIGENAS POR COLOMBIA","MARIA DE LOS ANGELES AVILA IPUANA","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN DE CABILDOS INDIGENAS POR COLOMBIA","DIEGO EDINSON DAGUA IPIA","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA ""AICO""","POLIVIO LEANDRO ROSALES CADENA","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA ""AICO""","RICHARD HUMBERTO FUELANTALA DELGADO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA ""AICO""","JAIFER PAUL SIERRA MOREU","M","ORGANIZACIONES INDIGENAS"
