"codigo_dane","descripcion"
"5161","Cartomántico"
"5161","Lecturista de tarot"
"5161","Mentalista"
"5161","Numerólogo "
"5161","Oniromántico"
"5161","Panelista sensorial"
"5161","Pitonisa"
"5161","Quiromántico"
"5161","Vidente"
"5162","Acompañantes "
"5162","Acompañante"
"5162","Acompañante domiciliario"
"5162","Caballero de compañía"
"5162","Señora de compañía"
"5162","Criada personal"
"5162","Dama de compañía"
"5163","Personal de servicios funerarios y embalsamadores"
"5163","Amortajador"
"5163","Auxiliar de funeraria"
"5163","Ayudante de funeraria"
"5163","Ayudante de pompas fúnebres"
"5163","Coordinador de funeraria"
"5163","Embalsamador"
"5163","Organizador de funeral"
"5163","Organizador de servicios funerarios"
"5163","Preparador fúnebre"
"5163","Tanatólogo"
"5164","Cuidadores de animales"
"5164","Adiestrador de perros"
"5164","Auxiliar de veterinaria"
"5164","Auxiliar de zoológico"
"5164","Capturador de perros"
"5164","Cuidador de animales de caza"
"5164","Criador de animales en laboratorio"
"5164","Cuidador de animales en parques zoológicos"
"5164","Cuidador de animales en reservas naturales"
"5164","Cuidador de animales y mascotas"
"5164","Cuidador de aves"
"5164","Cuidador de gallos de pelea"
"5164","Cuidador de perrera"
"5164","Cuidador de reserva de animales"
"5164","Domador de caballos"
"5164","Auxiliar de laboratorio animal"
"5164","Auxiliar de perrera"
"5164","Ayudante de zoológico"
"5164","Entrenador de caballos"
"5164","Entrenador de caballos de carreras"
"5164","Entrenador de perros"
"5164","Estilista de mascotas"
"5164","Paseador canino"
"5164","Asistente de laboratorio experto en animales"
"5164","Asistente calificado de perrera"
"5164","Asistente calificado de zoológico"
"5165","Instructores de conducción"
"5165","Ensayador de conducción"
"5165","Examinador de conducción"
"5165","Instructor de conducción"
"5165","Instructor de conducción de motos"
"5169","Otros trabajadores de servicios personales no clasificados en otros grupos primarios"
"5169","Acompañante de baile"
"5169","Acompañante de club nocturno"
"5169","Acompañante en actos sociales"
"5169","Acompañante social"
"5169","Animador de club nocturno"
"5169","Azafata de club nocturno"
"5169","Gigoló"
"5169","Pareja de baile"
"5169","Prestador de servicios sexuales"
"5169","Prostituta"
"5169","Trabajador sexual a través de teléfono o internet"
"5169","Trabajador sexual prestador de servicios sexuales"
"5211","Vendedores de quioscos y de puestos de mercado"
"5211","Auxiliar de ventas en plaza"
"5211","Auxiliar de ventas en puesto callejero"
"5211","Auxiliar de ventas en puesto de mercado"
"5211","Proveedor de mercado"
"5211","Puestero de mercado"
"5211","Vendedor de periódicos en quiosco"
"5211","Vendedor en puesto fijo callejero"
"5211","Vendedor en puesto de mercado"
"5211","Vendedor en quiosco"
"5212","Vendedores ambulantes de alimentos preparados para consumo inmediato"
"5212","Vendedor callejero de bebidas"
"5212","Vendedor ambulante de alimentos perecederos"
"5212","Vendedor ambulante de comida"
"5212","Vendedor ambulante de refrescos"
"5212","Vendedor callejero de agua fresca"
"5212","Vendedor callejero de comida"
"5212","Vendedor callejero de refrescos"
"5221","Comerciantes de tiendas"
"5221","Comerciante al por menor por internet"
"5221","Comerciante de tienda"
"5221","Dependiente de tienda"
"5221","Empacador de abarrotes en tienda"
"5221","Empacador de comercio"
"5221","Empacador en comercio al por menor "
"5221","Etiquetador de mercancías a mano en tienda"
"5221","Florista operaria de tienda"
"5221","Mercaderista"
"5221","Paletero vendedor en puesto fijo"
"5221","Ropavejero"
"5221","Tendero"
"5221","Vendedor de periódicos y revistas en establecimiento"
"5222","Supervisores de tiendas y almacenes"
"5222","Supervisor de almacén"
"5222","Supervisor de auxiliares de ventas"
"5222","Supervisor de cajeros de comercio"
"5222","Supervisor de pedido"
"5222","Supervisor de promotores de venta"
"5222","Supervisor de puntos de venta"
"5222","Supervisor de supermercado"
"5222","Supervisor de tienda"
"5222","Supervisor de vendedores"
"5222","Supervisor de ventas"
"5223","Vendedores y auxiliares de venta en tiendas, almacenes y afines"
"5223","Asesor de ventas de automóviles"
"5223","Auxiliar de supermercado"
"5223","Auxiliar de tienda"
"5223","Auxiliar de ventas en almacenes"
"5223","Auxiliar de ventas en farmacia"
"5223","Auxiliar de ventas en mostrador"
"5223","Auxiliar de ventas en tiendas"
"5223","Dependiente de mostrador"
"5223","Dependiente de ventas"
"5223","Dependiente de ventas en almacén"
"5223","Vendedor en café internet y en local de servicio de llamadas"
"5223","Representante de alquiler de automóviles"
"5223","Representante de ventas de automóviles"
"5223","Vendedor a través de mostrador"
"5223","Vendedor de almacén por departamentos "
"5223","Vendedor de automóviles"
"5223","Vendedor de carros"
"5223","Vendedor de comercio al por mayor"
"5223","Vendedor de comercio al por menor"
"5223","Vendedor de droguería "
"5223","Vendedor en establecimientos de venta al por mayor"
"5223","Vendedor en establecimientos de venta al por menor"
"5223","Vendedor de farmacia"
"5223","Vendedor de lotería  en local comercial"
"5223","Vendedor de tienda"
"5230","Cajeros de comercio, taquilleros y expendedores de boletas"
"5230","Auxiliar de tienda en caja"
"5230","Auxiliar de ventas en caja"
"5230","Cajero de almacén"
"5230","Cajero de autoservicio"
"5230","Cajero de comercio"
"5230","Cajero de estación de servicio"
"5230","Cajero de mostrador"
"5230","Cajero de oficina  "
"5230","Cajero de oficina de reservas"
"5230","Cajero de recepción de efectivo"
"5230","Cajero de restaurante"
"5230","Cajero de supermercado"
"5230","Cajero de tienda"
"5230","Cajero de tienda de autoservicio"
"5230","Cajero vendedor"
"5230","Cobrador de peaje"
"5230","Dependiente de cobro de peaje"
"5230","Dependiente de expendio de boletas para entretenimiento y eventos deportivos"
"5230","Cajero de gasolinera"
"5230","Ayudante de consola de estación de servicio"
"5230","Expendedor de boletas para eventos de entretenimiento y deportivos"
"5230","Operador de caja registradora"
"5230","Operador de consola en estación de servicio"
"5230","Taquillero"
"5241","Modelos de moda, arte y publicidad"
"5241","Modelo"
"5241","Modelo artístico"
"5241","Modelo de eventos"
"5241","Modelo de fotografía"
"5241","Modelo de maniquí "
"5241","Modelo de modas"
"5241","Modelo de pasarela"
"5241","Modelo de publicidad"
"5241","Modelo de ropa para exposición"
"5241","Modelo de tallaje"
"5241","Modelo para escultores"
"5241","Modelo para pintores"
"5242","Demostradores de tiendas, almacenes y afines"
"5242","Impulsador de ventas"
"5242","Demostrador"
"5242","Demostrador comercial"
"5242","Demostrador impulsador de ventas"
"5242","Impulsador "
"5243","Vendedores puerta a puerta "
"5243","Asesor de ventas puerta a puerta"
"5243","Consultor de ventas por demostración sin catálogo"
"5243","Coordinador de vendedores puerta a puerta"
"5243","Distribuidor vendedor por demostración sin catálogo"
"5243","Distribuidor vendedor puerta a puerta"
"5243","Promotor de ventas por demostración sin catálogo"
"5243","Representante de ventas puerta a puerta"
"5243","Coordinador de mercadeo"
"5243","Supervisor de ventas puerta a puerta"
"5243","Vendedor de plan puerta a puerta"
"5243","Vendedor por demostración sin catálogo"
"5243","Vendedor puerta a puerta"
"5243","Visitador a domicilio"
"5244","Vendedores a través de medios tecnológicos"
"5244","Agente de ventas de centro de llamadas "
"5244","Asesor de ventas a través de llamadas al exterior"
"5244","Asesor de ventas a través de telemercadeo"
"5244","Asesor de ventas telefónicas"
"5244","Asesor de ventas telefónicas a través de llamadas al exterior"
"5244","Auxiliar de telemercadeo"
"5244","Negociante a través de internet"
"5244","Negociante de telemercadeo"
"5244","Negociante de televentas"
"5244","Operador centro de llamadas salientes para ventas"
"5244","Operador de llamadas en frio de centro de llamadas"
"5244","Operador telefónico de escrutinio"
"5244","Operador telefónico de telemercadeo"
"5244","Representante telefónico de escrutinio para donaciones"
"5244","Supervisor de telemercadeo"
"5244","Telemercaderista "
"5244","Televendedor"
"5244","Vendedor a través de centro de contacto al cliente"
"5244","Vendedor a través de centro de llamadas "
"5244","Vendedor a través de internet"
"5244","Vendedor a través de teléfono"
"5244","Vendedor a través de telemercadeo"
"5244","Vendedor online"
"5244","Vendedor que sondea clientes a través de teléfono"
"5245","Expendedores de combustibles para vehículos"
"5245","Bombero de estación de servicio "
"5245","Islero de estación de servicio "
"5245","Auxiliar de bomba de gas en estación de servicio"
"5245","Auxiliar de bomba de gasolina en estación de servicio"
"5245","Ayudante de estación de servicio"
"5245","Asistente de puerto deportivo"
"5245","Expendedor de combustible en puerto deportivo"
"5245","Expendedor de gas "
"5245","Expendedor de gasolina"
"5246","Vendedores de comidas al mostrador "
"5246","Auxiliar de barra de ensaladas"
"5246","Auxiliar de mostrador de cafetería"
"5246","Auxiliar de servicio de barra de alimentos"
"5246","Ayudante de servicio de comida en mostrador"
"5246","Ayudante de servicio de comida en mostrador de bar"
"5246","Ayudante de servicio de comida en mostrador de cantina"
"5246","Vendedor de comidas en mostrador"
"5246","Vendedor de servicio de comida en mercado"
"5246","Vendedor de servicio de comida en quiosco"
"5249","Otros vendedores no clasificados en otros grupos primarios"
"5249","Abarrotero"
"5249","Asesor de ventas de alquiler de vehículos"
"5249","Asesor de ventas de rentas"
"5249","Auxiliar de ventas de alquiler   "
"5249","Auxiliar de ventas de alquiler de vehículos"
"5249","Vendedor de alquiler"
"5249","Vendedor de alquiler de vehículos"
"5249","Vendedor de alquiler de videos"
"5311","Cuidadores de niños"
"5311","Auxiliar de guardería infantil"
"5311","Aya de casa"
"5311","Aya de guardería infantil"
"5311","Cuidador de niños"
"5311","Cuidador de niños durante el día"
"5311","Cuidador de niños fuera del horario escolar"
"5311","Cuidador de niños en espacios comunitarios"
"5311","Institutriz de niños"
"5311","Jardinera de cuidado de niños"
"5311","Madre comunitaria"
"5311","Nana"
"5311","Niñera"
"5311","Niñera por horas"
"5311","Trabajador en cuidado de niños"
"5311","Trabajador en cuidado de niños fuera del horario escolar"
"5312","Auxiliares de maestros"
"5312","Asistente de enseñanza especial"
"5312","Asistente de preescolar"
"5312","Auxiliar de enseñanza correctiva"
"5312","Auxiliar de jardín infantil "
"5312","Auxiliar de maestros"
"5312","Auxiliar de preescolar"
"5312","Colaborador de preescolar"
"5312","Colaborador de profesores"
"5312","Supervisor en exámenes"
"5312","Vigilante de colegiales"
"5321","Trabajadores de los cuidados personales en instituciones"
"5321","Auxiliar de cuidados a pacientes"
"5321","Auxiliar de enfermería en clínica u hospital"
"5321","Auxiliar de hogar geriátrico"
"5321","Auxiliar de nacimientos en clínica u hospital"
"5321","Auxiliar de obstetricia en clínica u hospital"
"5321","Auxiliar de psiquiatría"
"5321","Ayudante de enfermería en institución"
"5321","Camillero"
"5321","Enfermero auxiliar "
"5321","Inyectólogo"
"5322","Trabajadores de los cuidados personales a domicilio"
"5322","Acompañante de ancianos"
"5322","Auxiliar de atención domiciliaria"
"5322","Auxiliar de atención residencial para edad avanzada o discapacitados"
"5322","Auxiliar de centro diurno para edad avanzada o discapacitados"
"5322","Auxiliar de cuidado de reposo"
"5322","Auxiliar de cuidados en el hogar"
"5322","Auxiliar de cuidados en el hogar para edad avanzada o discapacitados"
"5322","Auxiliar de enfermería en casa"
"5322","Auxiliar de parto en casa"
"5322","Cuidador de personas con discapacidad"
"5322","Cuidador de personas mayores"
"5322","Ayudante de enfermería en casa"
"5322","Ayudante de obstetricia de partos en casa"
"5322","Ayudante de partos en casa"
"5322","Ayudantes de cuidados personales"
"5329","Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios"
"5329","Auxiliar de consultorio odontológico"
"5329","Auxiliar de droguería"
"5329","Auxiliar de esterilización"
"5329","Auxiliar de farmacia"
"5329","Auxiliar de imagen médica"
"5329","Auxiliar de odontología"
"5329","Flebotomista"
"5411","Bomberos y rescatistas"
"5411","Auxiliar de bombero"
"5411","Bombero"
"5411","Bombero aeronáutico"
"5411","Bombero aeroportuario"
"5411","Bombero de protección civil"
"5411","Bombero de puerto"
"5411","Bombero forestal"
"5411","Brigadista"
"5411","Especialista en salvamento de incendios"
"5411","Oficial bombero"
"5411","Rescatista"
"5411","Sargento de bomberos"
"5411","Teniente de bomberos"
"5412","Policías"
"5412","Agente de patrullas de la policía"
"5412","Agente de policía"
"5412","Agente de policía de tráfico"
"5412","Agente de policía fluvial"
"5412","Agente de policía portuaria"
"5412","Agente de policía vial"
"5412","Agente de servicio de policía"
"5412","Agente de tránsito"
"5412","Inspector de tránsito "
"5412","Guardián de la fuerza policial"
"5412","Patrullero de la policía"
"5412","Patrullero de policía de carretera"
"5412","Policía"
"5412","Policía de aeropuerto"
"5412","Policía de patrulla"
"5412","Policía de puerto"
"5412","Policía de tráfico"
"5412","Policía fluvial"
"5412","Policía portuario"
"5413","Guardianes de prisión"
"5413","Guardián de cárcel"
"5413","Guardián de correccional"
"5413","Guardián de prisión"
"5413","Guardián penitenciario"
"5414","Guardias de seguridad"
"5414","Auxiliar de seguridad"
"5414","Celador"
"5414","Escolta"
"5414","Guardaespaldas"
"5414","Guardia de discoteca"
"5414","Guardia de seguridad"
"5414","Guardia de valores"
"5414","Guardián de feria"
"5414","Guardián de guardarropa"
"5414","Guardián de museo"
"5414","Portero de edificio"
"5414","Sereno"
"5414","Supervisor de recorrido de patrulla para seguridad y vigilancia"
"5414","Supervisor de seguridad y vigilancia"
"5414","Vigilante"
"5414","Vigilante de carro de valores"
"5414","Vigilante de fábrica"
"5414","Vigilante de museo"
"5419","Personal de los servicios de protección no clasificadosen otros grupos primarios"
"5419","Guardacostas"
"5419","Guarda de caza y pesca"
"5419","Guarda forestal de vida silvestre"
"5419","Guardia de cruce"
"5419","Guardia de playa"
"5419","Guardián de juego"
"5419","Guardián de parques y jardines públicos"
"5419","Guardián de reserva natural"
"5419","Guardián de santuario de aves"
"5419","Guardián de tráfico"
"5419","Patrullero de playa"
"5419","Salvavidas"
"5419","Salvavidas de Surf"
"6111","Agricultores y trabajadores calificados de cultivos extensivos"
"6111","Agricultor cultivador"
"6111","Agricultor de cultivo de algodón"
"6111","Agricultor de cultivo de arroz"
"6111","Agricultor de cultivo de caña de azúcar"
"6111","Agricultor de cultivo de cebolla"
"6111","Agricultor de cultivo de cereales"
"6111","Agricultor de cultivo de cilantro"
"6111","Agricultor de cultivo de frijol"
"6111","Agricultor de cultivo de habichuela"
"6111","Agricultor de cultivo de hortalizas"
"6111","Agricultor de cultivo de lechuga"
"6111","Agricultor de cultivo de maíz"
"6111","Agricultor de cultivo de melón"
"6111","Agricultor de cultivo de ñame"
"6111","Agricultor de cultivo de papa"
"6111","Agricultor de cultivo de pepino"
"6111","Agricultor de cultivo de perejil"
"6111","Agricultor de cultivo de pimientos y ajíes"
"6111","Agricultor de cultivo de remolacha"
"6111","Agricultor de cultivo de repollo"
"6111","Agricultor de cultivo de sandía"
"6111","Agricultor de cultivo de soya"
"6111","Agricultor de cultivo de tabaco"
"6111","Agricultor de cultivo de tomate"
"6111","Agricultor de cultivo de tubérculos"
"6111","Agricultor de cultivo de yuca"
"6111","Agricultor de cultivo de zanahoria"
"6111","Agricultor de cultivos extensivos"
"6111","Agricultor de cultivos transitorios"
"6111","Coordinador de postcosecha"
"6111","Cultivador de algodón"
"6111","Cultivador de arroz"
"6111","Cultivador de caña de azúcar"
"6111","Cultivador de cereales"
"6111","Cultivador de papa"
"6111","Cultivador de tabaco rubio"
"6111","Cultivador de tubérculos"
"6111","Operario para la explotación agrícola"
"6111","Parcelero agrícola"
"6111","Supervisor agrícola de cultivos extensivos"
"6111","Supervisor de aprovechamiento agrícola"
"6111","Supervisor de cultivo de caña azúcar"
"6111","Supervisor de extensión agrícola"
"6111","Supervisor de producción agrícola"
"6111","Trabajador agrícola de algodón"
"6111","Trabajador agrícola de arroz"
"6111","Trabajador agrícola de caña de azúcar"
"6111","Trabajador agrícola de cultivos de trigo"
"6111","Trabajador agrícola de cultivos del campo"
"6111","Trabajador agrícola de cultivos extensivos"
"6111","Trabajador agrícola de cultivos transitorios"
"6111","Trabajador agrícola de hortalizas"
"6112","Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"6112","Agricultor de arboles y arbustos"
"6112","Agricultor de cultivo de aguacate"
"6112","Agricultor de cultivo de banano"
"6112","Agricultor de cultivo de cacao"
"6112","Agricultor de cultivo de café"
"6112","Agricultor de cultivo de caucho"
"6112","Agricultor de cultivo de coco"
"6112","Agricultor de cultivo de durazno"
"6112","Agricultor de cultivo de frutales"
"6112","Agricultor de cultivo de limón"
"6112","Agricultor de cultivo de mandarina"
"6112","Agricultor de cultivo de mango"
"6112","Agricultor de cultivo de naranja"
"6112","Agricultor de cultivo de palma africana"
"6112","Agricultor de cultivo de papaya"
"6112","Agricultor de cultivo de peras"
"6112","Agricultor de cultivo de piña"
"6112","Agricultor de cultivo de plantas aromáticas"
"6112","Agricultor de cultivo de plátano"
"6112","Agricultor de cultivo de té"
"6112","Agricultor de cultivos permanentes"
"6112","Agricultor de fruta"
"6112","Agricultor de plantación de cocos"
"6112","Caficultor"
"6112","Cultivador de arboles"
"6112","Cultivador de cacao"
"6112","Cultivador de café"
"6112","Cultivador de frutales"
"6112","Cultivador de plantación de caucho"
"6112","Cultivador de tabaco negro"
"6112","Cultivador de vid"
"6112","Fruticultor"
"6112","Garruchero"
"6112","Injertador de arboles"
"6112","Podador de arboles de silvicultura"
"6112","Podador de arboles frutales"
"6112","Recolector de caucho"
"6112","Sangrador de arboles"
"6112","Sangrador de arboles de caucho"
"6112","Supervisor de cultivo de café"
"6112","Supervisor de cultivo de frutas"
"6112","Trabajador agrícola de café"
"6112","Vinicultor  "
"6112","Viticultor"
"6113","Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"6113","Agricultor de cultivo de césped, grama o pasto"
"6113","Agricultor de cultivo de flor de corte"
"6113","Agricultor de cultivo de flores"
"6113","Agricultor de cultivo de hongos"
"6113","Agricultor de cultivo de plantas medicinales y especias"
"6113","Agricultor de cultivo hidropónicos"
"6113","Agricultor de viveros ornamentales"
"6113","Cultivador de flores"
"6113","Cultivador de hongos"
"6113","Cultivador de hortalizas de invernadero"
"6113","Cultivador de pastos"
"6113","Cultivador de semillas"
"6113","Cultivador de setas y champiñones"
"6113","Cultivador de viveros"
"6113","Floricultor"
"6113","Hortelano"
"6113","Horticultor"
"6113","Horticultor de vivero"
"6113","Jardinero"
"6113","Jardinero de parques"
"6113","Jardinero de viveros"
"6113","Jardinero en mantenimiento de áreas verdes y jardines privados"
"6113","Jardinero paisajista"
"6113","Operario agrícola de floricultura"
"6113","Operario enraizador de vivero"
"6113","Supervisor de cultivo de flores"
"6113","Supervisor de mantenimiento de jardines"
"6113","Supervisor de mantenimiento de prados"
"6113","Supervisor de vivero"
"6113","Trabajador agrícola de flores de corte"
"6113","Trabajador agrícola de horticultura"
"6113","Trabajador agrícola de viveros"
"6113","Trabajador de cultivos hidropónicos"
"6113","Trabajador de invernáculo"
"6113","Trabajador de vivero forestal"
"6113","Viverista"
"6113","Viverista forestal"
"6114","Agricultores y trabajadores calificados de cultivos mixtos"
"6114","Agricultor de cultivos mixtos para el mercado"
"6114","Capataz agrícola"
"6114","Capataz de cuadrilla de recolección "
"6114","Supervisor de campo explotación agrícola"
"6114","Supervisor de cuadrilla  de aprovechamiento agrícola"
"6114","Supervisor de empaque de postcosecha"
"6114","Supervisor de postcosecha "
"6114","Trabajador agrícola de cultivos mixtos"
"6114","Trabajador agrícola de policultivos"
"6121","Criadores de ganado y trabajadores de la cría de animales domésticos (excepto aves de corral)"
"6121","Basculero de ganado en pie"
"6121","Chalán"
"6121","Criador de animales domésticos"
"6121","Criador de caballos"
"6121","Criador de cabras"
"6121","Criador de ganado"
"6121","Criador de ganado bovino"
"6121","Criador de ganado caballar"
"6121","Criador de ganado caprino"
"6121","Criador de ganado lechero"
"6121","Criador de ganado ovino"
"6121","Criador de ganado porcino"
"6121","Criador de ganado vacuno"
"6121","Criador de ovejas"
"6121","Criador de perros"
"6121","Esquilador"
"6121","Ganadero"
"6121","Ganadero criador"
"6121","Inseminador de ganado"
"6121","Operador de equipo de ordeño"
"6121","Ordeñador"
"6121","Pastor de rebaño"
"6121","Pesador de ganado"
"6121","Porcicultor"
"6121","Productor de leche"
"6121","Supervisor de aprovechamiento ganadero"
"6121","Supervisor de producción pecuaria"
"6121","Trabajador de cría de ganado lechero"
"6121","Trabajador de cría y ceba de ganado"
"6121","Trabajador de explotación pecuaria"
"6121","Trabajador de ganadería"
"6121","Trabajador pecuario"
"6121","Trabajador pecuario de bovinos y caprinos"
"6121","Trabajador pecuario de equinos"
"6121","Trabajador pecuario de especies menores"
"6121","Trabajador pecuario de ganadería"
"6121","Trabajador pecuario de hato lechero"
"6121","Trabajador pecuario de porcinos"
"6121","Vaquero"
"6122","Avicultores y trabajadores calificados de la avicultura"
"6122","Avicultor"
"6122","Clasificador de aves en pie"
"6122","Criador de aves de corral"
"6122","Criador de gallos de pelea"
"6122","Galponero avícola"
"6122","Operador de planta de incubación"
"6122","Productor de aves"
"6122","Sexador de pollos"
"6122","Supervisor de aprovechamiento avícola"
"6122","Supervisor de aves de corral"
"6122","Supervisor de avicultura"
"6122","Supervisor de granja avícola"
"6122","Supervisor de producción avícola"
"6122","Trabajador avícola "
"6122","Trabajador de granja avícola "
"6123","Criadores y trabajadores calificados de la apicultura y la sericicultura"
"6123","Apicultor"
"6123","Criador de abejas"
"6123","Criador de gusanos de seda"
"6123","Criador de mariposas"
"6123","Sericultor"
"6123","Trabajador apícola"
"6129","Criadores y trabajadores pecuarios calificados, avicultores y criadores de insectos no clasificados en otros grupos primarios"
"6129","Criador de animales salvajes"
"6129","Criador de avestruces"
"6129","Criador de caracoles"
"6129","Criador de cocodrilos"
"6129","Criador de codornices"
"6129","Criador de faisanes"
"6129","Criador de gansos"
"6129","Criador de iguanas"
"6129","Criador de patos"
"6129","Criador de perdices"
"6129","Criador de ranas"
"6130","Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado"
"6130","Capataz agropecuario"
"6130","Capataz de finca "
"6130","Capataz de hacienda"
"6130","Caporal "
"6130","Productor agropecuario de explotación mixta"
"6130","Productor que combina el cultivo y cría de animales para la venta"
"6130","Trabajador agropecuario de explotación mixta"
"6210","Trabajadores forestales calificados y afines"
"6210","Almadiero"
"6210","Aserrador de explotación forestal"
"6210","Aserrador de monte"
"6210","Aserrador talador"
"6210","Balsero de transporte de troncos"
"6210","Carbonero"
"6210","Carbonero en carbón vegetal"
"6210","Clasificador de troncos"
"6210","Cubicador forestal"
"6210","Destajero de silvicultura"
"6210","Destilador de madera"
"6210","Escalador podador de arboles"
"6210","Escuadrador de troncos"
"6210","Ganchero"
"6210","Ganchero de explotación forestal"
"6210","Marcador de árboles"
"6210","Maderero"
"6210","Operador de sierra de cadena para explotación forestal"
"6210","Operador de sierra desmontadora"
"6210","Operador de sierra espaciadora "
"6210","Talador"
"6210","Talador de arboles"
"6210","Talador de árboles con hacha o motosierra"
"6210","Trabajador de explotación forestal"
"6210","Trabajador de silvicultura"
"6210","Trabajador forestal de reforestación"
"6210","Trabajador forestal especializado"
"6210","Trabajador forestal en silvicultura"
"6210","Trabajador propietario en cultivo de árboles maderables"
"6210","Trozador de árboles"
"6210","Trozador de explotación forestal"
"6221","Trabajadores de explotaciones de acuicultura"
"6221","Acuicultor"
"6221","Criador de camarones"
"6221","Criador de especies acuáticas"
"6221","Criador de peces"
"6221","Criador de peces estanque"
"6221","Criador de trucha"
"6221","Cultivador de algas"
"6221","Cultivador de madreperlas"
"6221","Ostricultor"
"6221","Piscicultor"
"6221","Productor de mariscos"
"6221","Trabajador de piscifactoría"
"6221","Trabajador de vivero de mariscos"
"6222","Pescadores de agua dulce y en aguas costeras"
"6222","Capitán de buque pesquero en aguas costeras"
"6222","Pescador"
"6222","Pescador de aguas costeras"
"6222","Pescador de agua dulce"
"6222","Pescador de concha, almeja, cangrejo y otras especies marinas"
"6222","Pescador de mariscos"
"6223","Pescadores de alta mar"
"6223","Capitán de barco rastreador"
"6223","Patrón de pesca en alta mar"
"6223","Pescador de alta mar"
"6223","Pescador tunero"
"6224","Cazadores y tramperos"
"6224","Arponero"
"6224","Cazador"
"6224","Cazador de focas"
"6224","Cazador de zorros"
"6224","Montero"
"6224","Ojeador"
"6224","Trampero"
"6224","Trampero y cazador de pieles"
"6310","Trabajadores agrícolas de subsistencia"
"6310","Agricultor de cultivo de subsistencia"
"6310","Cultivador de hortalizas de subsistencia"
"6310","Jardinero de subsistencia"
"6320","Trabajadores pecuarios de subsistencia"
"6320","Criador de animales de subsistencia"
"6320","Criador de ganado de subsistencia"
"6330","Trabajadores agropecuarios de subsistencia"
"6330","Trabajador agropecuario de subsistencia"
"6340","Pescadores, cazadores, tramperos y recolectores de subsistencia"
"6340","Buzo de subsistencia"
"6340","Cazador de subsistencia"
"6340","Pescador de subsistencia"
"6340","Recolector de subsistencia"
"6340","Trampero de subsistencia"
"7111","Constructores de casas"
"7111","Constructor de casas"
"7111","Constructor de casas con materiales no tradicionales"
"7111","Constructor de casas con materiales tradicionales"
"7112","Albañiles"
"7112","Adoquinador"
"7112","Albañil"
"7112","Albañil de estructuras"
"7112","Albañil de material refractario"
"7112","Albañil de piedra construcción"
"7112","Albañil mampostero en construcción"
"7112","Armador de hormigón armado"
"7112","Constructor de chimeneas"
"7112","Enladrillador"
"7112","Mampostero"
"7112","Mampostero de construcción"
"7112","Mampostero de fachadas"
"7112","Oficial de albañilería "
"7112","Oficial de construcción"
"7112","Rejuntador de mampostería"
"7113","Labrantes, tronzadores y grabadores de piedra"
"7113","Adornista de monumentos"
"7113","Amolador de piedra"
"7113","Amolador de pizarra"
"7113","Aserrador cortador de piedra "
"7113","Aserrador de piedra"
"7113","Cantero labrante"
"7113","Clasificador de piedras"
"7113","Cortador de granito"
"7113","Cortador de mármol"
"7113","Cortador de piedra"
"7113","Cortador pulidor de piedra"
"7113","Dolador de piedras"
"7113","Grabador de inscripciones en piedra"
"7113","Grabador de piedra"
"7113","Grabador de piedra a mano"
"7113","Grabador de piedra estarcidores"
"7113","Labrante de piedra"
"7113","Pedrero"
"7113","Perforador de piedra"
"7113","Picapedrero"
"7113","Pulidor de granito"
"7113","Pulidor de mármol "
"7113","Pulidor de piedra a mano o con herramientas de uso manual"
"7113","Pulidor de pizarra"
"7113","Tallador de piedra"
"7113","Tallador de pizarra"
"7113","Tornero de labra de piedra"
"7113","Trazador de piedra"
"7113","Tronzador de piedra"
"7114","Operarios en cemento armado, enfoscadores y afines"
"7114","Cementista"
"7114","Cementista de hormigón armado"
"7114","Cementista de trabajados de acabado"
"7114","Encofrador de cemento"
"7114","Encofrador de hormigón"
"7114","Enfoscador"
"7114","Operario de curado de hormigón"
"7114","Operario de enrejado del hormigón"
"7114","Pavimentador de terrazas"
"7114","Solador de terrazos"
"7114","Trabajador de hormigón y enfoscado"
"7114","Trabajador de terrazos"
"7115","Carpinteros de armar y de obra blanca"
"7115","Carpintero"
"7115","Carpintero de a bordo"
"7115","Carpintero armador de puentes y embarcaderos"
"7115","Carpintero astillero"
"7115","Carpintero constructor de barcas de madera"
"7115","Carpintero de acabado"
"7115","Carpintero de aluminio"
"7115","Carpintero de armar"
"7115","Carpintero de banco de taller"
"7115","Carpintero de carrocerías de madera"
"7115","Carpintero de construcción"
"7115","Carpintero de decorados"
"7115","Carpintero de escenario"
"7115","Carpintero de estructuras "
"7115","Carpintero ebanista de astilleros"
"7115","Carpintero de mantenimiento "
"7115","Carpintero de minas"
"7115","Carpintero de obra blanca"
"7115","Carpintero plató cine"
"7115","Carpintero taller"
"7115","Carpintero metálico de puertas y ventanas"
"7115","Instalador de puertas "
"7115","Oficial de carpintería"
"7115","Oficial de carpintería metálica"
"7119","Oficiales y operarios de la construcción de obra gruesa y afines no clasificados en otros grupos
primarios"
"7119","Andamiero"
"7119","Apuntalador de edificios"
"7119","Enlucidor de suelos plásticos"
"7119","Montador de andamios"
"7119","Operario apuntalamiento edificación"
"7119","Operario de construcción para trabajos a gran altura"
"7119","Operario de derribo de edificios"
